member_noSource,region_name,gender
2678,Mid East / Sout,F
2679,Mid East / Sout,H
5504,Mid East / Sout,F
4548,Mid East / Sout,F
2684,Mid East / Sout,F
5454,Mid East / Sout,F
5519,Mid East / Sout,H
2689,Mid East / Sout,H
2691,Mid East / Sout,H
4532,Mid East / Sout,F
4530,Mid East / Sout,F
4559,Mid East / Sout,H
2217,Mid East / Sout,H
5523,Mid East / Sout,H
2101,Mid East / Sout,H
2236,Mid East / Sout,F
5448,Mid East / Sout,F
4625,Mid East / Sout,H
5336,Mid East / Sout,F
2296,Mid East / Sout,F
5340,Mid East / Sout,F
4659,Mid East / Sout,H
5347,Mid East / Sout,H
5449,Mid East / Sout,H
2290,Mid East / Sout,F
2285,Mid East / Sout,H
4642,Mid East / Sout,F
2281,Mid East / Sout,H
5366,Mid East / Sout,F
4636,Mid East / Sout,F
5379,Mid East / Sout,H
5354,Mid East / Sout,F
4760,Mid East / Sout,F
2354,Mid East / Sout,F
5197,Mid East / Sout,H
2821,Mid East / Sout,H
6099,Mid East / Sout,H
1915,Mid East / Sout,H
6107,Mid East / Sout,H
1908,Mid East / Sout,F
1904,Mid East / Sout,F
6125,Mid East / Sout,H
6126,Mid East / Sout,F
4174,Mid East / Sout,F
4173,Mid East / Sout,H
4171,Mid East / Sout,H
6139,Mid East / Sout,H
6092,Mid East / Sout,F
1891,Mid East / Sout,H
6142,Mid East / Sout,F
4159,Mid East / Sout,H
1858,Mid East / Sout,F
6035,Mid East / Sout,H
6084,Mid East / Sout,F
1975,Mid East / Sout,H
1922,Mid East / Sout,F
1919,Mid East / Sout,H
6149,Mid East / Sout,H
6208,Mid East / Sout,F
6153,Mid East / Sout,H
4167,Mid East / Sout,H
6160,Mid East / Sout,F
2831,Mid East / Sout,H
6178,Mid East / Sout,F
1867,Mid East / Sout,H
6193,Mid East / Sout,H
1884,Mid East / Sout,F
6024,Mid East / Sout,F
5990,Mid East / Sout,F
2057,Mid East / Sout,H
4385,Mid East / Sout,H
5806,Mid East / Sout,F
4379,Mid East / Sout,H
5811,Mid East / Sout,H
4378,Mid East / Sout,F
5829,Mid East / Sout,H
4247,Mid East / Sout,H
2042,Mid East / Sout,F
2039,Mid East / Sout,H
2004,Mid East / Sout,F
4257,Mid East / Sout,H
5944,Mid East / Sout,F
4255,Mid East / Sout,H
5799,Mid East / Sout,H
2076,Mid East / Sout,F
2083,Mid East / Sout,H
2084,Mid East / Sout,F
5847,Mid East / Sout,H
2052,Mid East / Sout,F
4349,Mid East / Sout,H
5849,Mid East / Sout,H
5853,Mid East / Sout,H
4336,Mid East / Sout,F
2793,Mid East / Sout,H
4335,Mid East / Sout,H
2046,Mid East / Sout,F
2050,Mid East / Sout,F
5830,Mid East / Sout,F
4370,Mid East / Sout,F
2088,Mid East / Sout,F
5781,Mid East / Sout,H
4327,Mid East / Sout,H
4213,Mid East / Sout,H
4214,Mid East / Sout,F
2805,Mid East / Sout,H
8735,Mid East / Sout,H
218,Mid East / Sout,F
9347,Mid East / Sout,H
8671,Mid East / Sout,H
8670,Mid East / Sout,F
8251,Mid East / Sout,H
234,Mid East / Sout,F
8668,Mid East / Sout,F
9402,Mid East / Sout,F
8665,Mid East / Sout,H
7938,Mid East / Sout,F
8655,Mid East / Sout,H
8256,Mid East / Sout,F
576,Mid East / Sout,F
286,Mid East / Sout,F
7979,Mid East / Sout,H
8726,Mid East / Sout,F
9336,Mid East / Sout,F
844,Mid East / Sout,F
9341,Mid East / Sout,H
8709,Mid East / Sout,H
580,Mid East / Sout,F
7977,Mid East / Sout,H
241,Mid East / Sout,H
9311,Mid East / Sout,H
8747,Mid East / Sout,H
570,Mid East / Sout,F
301,Mid East / Sout,H
297,Mid East / Sout,H
8737,Mid East / Sout,H
8220,Mid East / Sout,F
9273,Mid East / Sout,H
601,Mid East / Sout,H
837,Mid East / Sout,H
8247,Mid East / Sout,H
6044,Mid East / Sout,F
6067,Mid East / Sout,H
1926,Mid East / Sout,F
6080,Mid East / Sout,F
1925,Mid East / Sout,H
4191,Mid East / Sout,H
4196,Mid East / Sout,F
2810,Mid East / Sout,F
4232,Mid East / Sout,F
4231,Mid East / Sout,H
4225,Mid East / Sout,H
4222,Mid East / Sout,F
4221,Mid East / Sout,H
1960,Mid East / Sout,F
6040,Mid East / Sout,F
5947,Mid East / Sout,H
1934,Mid East / Sout,F
1937,Mid East / Sout,H
8701,Mid East / Sout,H
9351,Mid East / Sout,H
9353,Mid East / Sout,H
267,Mid East / Sout,H
8235,Mid East / Sout,H
9355,Mid East / Sout,H
6053,Mid East / Sout,H
261,Mid East / Sout,H
8688,Mid East / Sout,F
839,Mid East / Sout,H
590,Mid East / Sout,F
8950,Mid East / Sout,F
1,Mid East / Sout,H
1090,Mid East / Sout,F
595,Mid East / Sout,H
5935,Mid East / Sout,H
5969,Mid East / Sout,H
5973,Mid East / Sout,H
6308,Mid East / Sout,F
6316,Mid East / Sout,F
4074,Mid East / Sout,F
6320,Mid East / Sout,F
4093,Mid East / Sout,H
1829,Mid East / Sout,H
6257,Mid East / Sout,H
2845,Mid East / Sout,H
1852,Mid East / Sout,F
4138,Mid East / Sout,F
4135,Mid East / Sout,H
4133,Mid East / Sout,H
1839,Mid East / Sout,H
4083,Mid East / Sout,H
6291,Mid East / Sout,H
4107,Mid East / Sout,H
4095,Mid East / Sout,H
6592,Mid East / Sout,F
6593,Mid East / Sout,H
6594,Mid East / Sout,F
1652,Mid East / Sout,F
6598,Mid East / Sout,F
6604,Mid East / Sout,F
6242,Mid East / Sout,F
1647,Mid East / Sout,H
6214,Mid East / Sout,F
4017,Mid East / Sout,H
6454,Mid East / Sout,F
6280,Mid East / Sout,F
4105,Mid East / Sout,H
4098,Mid East / Sout,F
6572,Mid East / Sout,F
4122,Mid East / Sout,F
4119,Mid East / Sout,H
1742,Mid East / Sout,F
2878,Mid East / Sout,F
1793,Mid East / Sout,H
6334,Mid East / Sout,F
6336,Mid East / Sout,F
1783,Mid East / Sout,H
4057,Mid East / Sout,H
4050,Mid East / Sout,F
1781,Mid East / Sout,H
6366,Mid East / Sout,F
6382,Mid East / Sout,F
4051,Mid East / Sout,H
6327,Mid East / Sout,H
2731,Mid East / Sout,H
4419,Mid East / Sout,H
6364,Mid East / Sout,F
6591,Mid East / Sout,H
6384,Mid East / Sout,F
1751,Mid East / Sout,H
1797,Mid East / Sout,H
6330,Mid East / Sout,F
6396,Mid East / Sout,F
6400,Mid East / Sout,F
6402,Mid East / Sout,F
4035,Mid East / Sout,H
1767,Mid East / Sout,H
6414,Mid East / Sout,F
4033,Mid East / Sout,H
6428,Mid East / Sout,F
6432,Mid East / Sout,F
2895,Mid East / Sout,H
2896,Mid East / Sout,F
6449,Mid East / Sout,H
4042,Mid East / Sout,F
1456,Mid East / Sout,F
6585,Mid East / Sout,H
1669,Mid East / Sout,H
4290,Mid East / Sout,F
5924,Mid East / Sout,F
2011,Mid East / Sout,H
2767,Mid East / Sout,H
2090,Mid East / Sout,F
6212,Mid East / Sout,F
6216,Mid East / Sout,F
6534,Mid East / Sout,F
3974,Mid East / Sout,F
6539,Mid East / Sout,H
6524,Mid East / Sout,F
3972,Mid East / Sout,F
2927,Mid East / Sout,H
2020,Mid East / Sout,F
2774,Mid East / Sout,F
4293,Mid East / Sout,H
5905,Mid East / Sout,H
5974,Mid East / Sout,F
1985,Mid East / Sout,H
1984,Mid East / Sout,F
1983,Mid East / Sout,H
4252,Mid East / Sout,F
4266,Mid East / Sout,F
1686,Mid East / Sout,F
2006,Mid East / Sout,F
2034,Mid East / Sout,F
4307,Mid East / Sout,H
5887,Mid East / Sout,H
4306,Mid East / Sout,F
5890,Mid East / Sout,F
2026,Mid East / Sout,F
4280,Mid East / Sout,F
6559,Mid East / Sout,H
2928,Mid East / Sout,F
1678,Mid East / Sout,F
3950,Mid East / Sout,F
3948,Mid East / Sout,F
2936,Mid East / Sout,F
6609,Mid East / Sout,H
1639,Mid East / Sout,H
3941,Mid East / Sout,H
1672,Mid East / Sout,F
6632,Mid East / Sout,F
6641,Mid East / Sout,H
6621,Mid East / Sout,H
2934,Mid East / Sout,F
1644,Mid East / Sout,F
1646,Mid East / Sout,F
3960,Mid East / Sout,F
6640,Mid East / Sout,F
3958,Mid East / Sout,F
4012,Mid East / Sout,F
1712,Mid East / Sout,F
6550,Mid East / Sout,F
3979,Mid East / Sout,H
1705,Mid East / Sout,H
2920,Mid East / Sout,F
2909,Mid East / Sout,H
1737,Mid East / Sout,H
6517,Mid East / Sout,H
6488,Mid East / Sout,F
4006,Mid East / Sout,F
4005,Mid East / Sout,H
4002,Mid East / Sout,F
2915,Mid East / Sout,H
2916,Mid East / Sout,F
3988,Mid East / Sout,F
4007,Mid East / Sout,H
3893,Eastern Europea,H
6062,Africa,F
6170,Eastern Europea,F
6464,South American,F
6361,South American,H
7737,Scandanavian,H
6458,South American,F
7832,Scandanavian,F
366,Scandanavian,F
6447,South American,H
9094,Scandanavian,F
1777,South American,H
481,Scandanavian,H
9084,Scandanavian,F
1100,Scandanavian,F
8262,Scandanavian,F
1101,Scandanavian,H
1102,Scandanavian,F
7723,Scandanavian,H
9197,Scandanavian,H
1114,Scandanavian,F
499,Scandanavian,H
7726,Scandanavian,F
392,Scandanavian,F
9151,Scandanavian,H
496,Scandanavian,F
7738,Scandanavian,F
1104,Scandanavian,F
6360,South American,F
8266,Scandanavian,F
1697,South American,H
7906,Scandanavian,F
7884,Scandanavian,F
8229,Scandanavian,H
1058,Scandanavian,F
1750,South American,F
9117,Scandanavian,H
7852,Scandanavian,F
1049,Scandanavian,H
9120,Scandanavian,F
381,Scandanavian,H
1042,Scandanavian,F
7870,Scandanavian,F
6424,South American,F
1053,Scandanavian,H
1772,South American,F
7863,Scandanavian,H
1117,Scandanavian,H
377,Scandanavian,H
9130,Scandanavian,F
1020,Scandanavian,F
8904,Scandanavian,F
6436,South American,F
6375,South American,H
8216,Scandanavian,F
486,Scandanavian,F
7928,Scandanavian,F
8215,Scandanavian,H
6430,South American,F
9095,Scandanavian,H
7871,Scandanavian,H
8241,Scandanavian,H
7930,Scandanavian,F
6166,South American,F
1096,Scandanavian,F
7750,Scandanavian,F
424,Scandanavian,F
8172,Scandanavian,F
952,Scandanavian,F
6182,South American,F
6620,South American,F
930,Scandanavian,F
8069,Scandanavian,H
885,Scandanavian,H
8058,Scandanavian,F
8926,Scandanavian,F
1871,South American,H
1657,South American,H
6184,South American,F
8094,Scandanavian,F
929,Scandanavian,H
8101,Scandanavian,H
459,Scandanavian,H
8118,Scandanavian,F
8125,Scandanavian,H
8975,Scandanavian,H
8974,Scandanavian,F
437,Scandanavian,H
8963,Scandanavian,H
8130,Scandanavian,F
908,Scandanavian,F
8131,Scandanavian,H
8143,Scandanavian,H
450,Scandanavian,F
1636,South American,F
221,Scandanavian,H
8165,Scandanavian,H
8096,Scandanavian,F
7797,Scandanavian,H
6204,South American,F
7811,Scandanavian,H
8252,Scandanavian,F
9169,Scandanavian,H
7794,Scandanavian,F
1857,South American,H
6271,South American,H
838,Scandanavian,F
9162,Scandanavian,F
7763,Scandanavian,H
6536,South American,F
7826,Scandanavian,F
8987,Scandanavian,H
358,Scandanavian,F
9173,Scandanavian,H
932,Scandanavian,F
8099,Scandanavian,H
6202,South American,F
6597,South American,H
9073,Scandanavian,H
7791,Scandanavian,H
396,Scandanavian,F
832,Scandanavian,F
7767,Scandanavian,H
6596,South American,F
6595,South American,H
7788,Scandanavian,F
7935,Scandanavian,H
892,Scandanavian,F
1770,South American,F
9700,Scandanavian,F
9834,Scandanavian,F
6479,South American,H
6484,Scandanavian,F
6299,South American,H
6313,South American,H
8659,Scandanavian,H
9815,Scandanavian,H
8657,Scandanavian,H
8711,Scandanavian,H
6646,Eastern Europea,F
6498,Scandanavian,F
633,Scandanavian,H
6599,Scandanavian,H
6601,Scandanavian,H
6715,Scandanavian,H
6744,Scandanavian,F
6745,Scandanavian,H
9638,Scandanavian,F
6521,South American,H
6513,South American,H
6501,Scandanavian,H
1583,Scandanavian,H
1581,Scandanavian,H
8547,Scandanavian,H
6753,Scandanavian,H
8545,Scandanavian,H
6512,South American,F
6293,South American,H
6503,Scandanavian,H
6319,South American,H
6511,Scandanavian,H
9856,Scandanavian,F
6468,Scandanavian,F
6473,Scandanavian,H
6475,Scandanavian,H
9792,Scandanavian,F
9860,Scandanavian,F
6922,South American,F
6032,South American,F
6565,Scandanavian,H
8631,Scandanavian,H
8627,Scandanavian,H
8720,Scandanavian,F
1710,Scandanavian,F
6743,Scandanavian,H
1883,South American,H
6654,South American,F
6328,South American,F
1720,Scandanavian,F
6339,South American,H
600,Scandanavian,F
6341,South American,H
1747,Scandanavian,H
8682,Scandanavian,F
9871,Scandanavian,H
6417,Scandanavian,H
6418,Scandanavian,F
6421,Scandanavian,H
8,Scandanavian,H
4,Scandanavian,F
9643,Scandanavian,H
1703,South American,H
8750,Scandanavian,F
1625,Scandanavian,H
9713,Scandanavian,H
1648,Scandanavian,F
9715,Scandanavian,H
8723,Scandanavian,H
9712,Scandanavian,F
6389,South American,H
68,Scandanavian,F
9714,Scandanavian,F
70,Scandanavian,F
1641,Scandanavian,H
6390,South American,F
1645,Scandanavian,H
6474,South American,F
1769,South American,H
1757,South American,H
8577,Scandanavian,H
1620,Scandanavian,F
6676,Scandanavian,F
6680,Scandanavian,F
74,Scandanavian,F
1611,Scandanavian,H
6683,Scandanavian,H
9688,Scandanavian,F
8745,Scandanavian,H
1756,South American,F
9672,Scandanavian,F
6711,Scandanavian,H
6686,Scandanavian,F
77,Scandanavian,H
3279,Scandanavian,H
6652,Scandanavian,F
1550,Scandanavian,F
111,Scandanavian,H
112,Scandanavian,F
1731,South American,H
6796,Scandanavian,F
1554,Scandanavian,F
1539,Scandanavian,H
6787,Scandanavian,H
8534,Scandanavian,F
8543,Scandanavian,H
6531,South American,H
6730,Scandanavian,F
8764,Scandanavian,F
71,Scandanavian,H
6776,Scandanavian,F
1559,Scandanavian,H
1629,Scandanavian,H
8603,Scandanavian,H
6656,Scandanavian,F
8600,Scandanavian,F
6713,Scandanavian,H
1557,Scandanavian,H
9717,Scandanavian,H
7214,Scandanavian,F
9630,Scandanavian,F
6780,Scandanavian,F
1561,Scandanavian,H
6782,Scandanavian,F
667,Scandanavian,H
1673,Scandanavian,H
8936,Scandanavian,F
6645,South American,H
7283,South American,H
1132,Scandanavian,F
7690,Scandanavian,F
9214,Scandanavian,F
5672,South American,F
8276,Scandanavian,F
7633,Scandanavian,H
7632,Scandanavian,F
814,Scandanavian,F
9233,Scandanavian,H
7587,Scandanavian,H
7678,Scandanavian,F
1313,South American,H
7673,Scandanavian,H
9216,Scandanavian,F
9286,Scandanavian,F
7510,Scandanavian,F
8351,Scandanavian,H
7442,Scandanavian,F
8323,Scandanavian,H
319,Scandanavian,H
1150,Scandanavian,F
7287,South American,H
7286,South American,F
331,Scandanavian,H
8286,Scandanavian,F
335,Scandanavian,H
7639,Scandanavian,H
5677,South American,H
1175,Scandanavian,H
7593,Scandanavian,H
8364,Scandanavian,F
7439,Scandanavian,H
8367,Scandanavian,H
1319,Scandanavian,H
5711,South American,H
7608,Scandanavian,F
248,Scandanavian,F
7279,Scandanavian,H
1315,Scandanavian,H
7288,Scandanavian,F
758,Scandanavian,F
5717,South American,H
2120,South American,F
505,Scandanavian,H
7240,South American,F
7256,South American,F
7229,South American,H
7266,South American,F
7596,Scandanavian,F
7261,South American,H
7575,Scandanavian,H
811,Scandanavian,H
9241,Scandanavian,H
9234,Scandanavian,F
7609,Scandanavian,H
7613,Scandanavian,H
7617,Scandanavian,H
7625,Scandanavian,H
810,Scandanavian,F
2143,South American,H
296,Scandanavian,F
295,Scandanavian,H
2756,Scandanavian,F
7182,South American,F
3813,Scandanavian,H
4273,Scandanavian,H
3276,Scandanavian,F
5775,South American,H
314,Scandanavian,F
9272,Scandanavian,F
9270,Scandanavian,F
7528,Scandanavian,F
7539,Scandanavian,H
504,Scandanavian,F
1208,Scandanavian,F
7180,South American,F
4990,Scandanavian,F
2462,Scandanavian,F
5733,Scandanavian,H
3807,Scandanavian,H
4987,Scandanavian,H
2136,Scandanavian,F
3809,Scandanavian,H
2463,Scandanavian,H
3835,Scandanavian,H
4318,Scandanavian,F
2149,Scandanavian,H
4322,Scandanavian,F
2147,Scandanavian,H
2991,Scandanavian,H
5643,Scandanavian,H
6936,South American,F
7549,Scandanavian,H
7176,South American,F
7469,Scandanavian,H
2114,South American,F
9297,Scandanavian,H
7475,Scandanavian,H
7484,Scandanavian,F
798,Scandanavian,F
788,Scandanavian,F
1318,South American,F
7573,Scandanavian,H
8357,Scandanavian,H
291,Scandanavian,H
506,Scandanavian,F
790,Scandanavian,F
8338,Scandanavian,F
7512,Scandanavian,F
8347,Scandanavian,H
5783,South American,H
7551,Scandanavian,H
7553,Scandanavian,H
8332,Scandanavian,F
8699,Scandanavian,H
7224,South American,F
316,Scandanavian,F
805,Scandanavian,H
1189,Scandanavian,H
8865,Scandanavian,H
7172,South American,F
305,Scandanavian,H
9264,Scandanavian,F
8113,Scandanavian,H
1308,Scandanavian,F
7310,Scandanavian,F
9052,Scandanavian,F
8201,Scandanavian,H
9033,Scandanavian,H
474,Scandanavian,F
412,Scandanavian,F
472,Scandanavian,F
6255,South American,H
9014,Scandanavian,F
8034,Scandanavian,F
8923,Scandanavian,H
418,Scandanavian,F
8002,Scandanavian,F
6556,South American,F
7701,Scandanavian,H
9419,Scandanavian,H
9349,Scandanavian,H
516,Scandanavian,F
7376,Scandanavian,F
6568,South American,F
264,Scandanavian,F
879,Scandanavian,H
1265,Scandanavian,H
1264,Scandanavian,F
6563,South American,H
7381,Scandanavian,H
1683,South American,H
6248,South American,F
265,Scandanavian,H
964,Scandanavian,F
9006,Scandanavian,F
7999,Scandanavian,H
6584,South American,F
6619,South American,H
989,Scandanavian,H
987,Scandanavian,H
1631,South American,H
6220,South American,F
9054,Scandanavian,F
7940,Scandanavian,F
8183,Scandanavian,H
468,Scandanavian,F
6649,South American,H
8161,Scandanavian,H
995,Scandanavian,H
7346,Scandanavian,F
7991,Scandanavian,H
7978,Scandanavian,F
860,Scandanavian,F
8213,Scandanavian,H
1007,Scandanavian,H
1688,South American,F
855,Scandanavian,H
403,Scandanavian,H
856,Scandanavian,F
7952,Scandanavian,F
7967,Scandanavian,H
6224,South American,F
6397,Scandanavian,H
421,Scandanavian,H
6268,South American,F
6230,South American,F
7344,Scandanavian,F
9361,Scandanavian,H
1662,South American,F
7232,Scandanavian,F
1663,South American,H
7233,Scandanavian,H
7328,Scandanavian,F
8826,Scandanavian,F
8414,Scandanavian,F
236,Scandanavian,F
8951,Scandanavian,H
237,Scandanavian,H
6226,South American,F
7250,Scandanavian,F
751,Scandanavian,H
8408,Scandanavian,F
9411,Scandanavian,H
1341,Scandanavian,H
251,Scandanavian,H
4656,South American,F
1300,Scandanavian,F
7320,Scandanavian,F
7323,Scandanavian,H
9415,Scandanavian,H
7324,Scandanavian,F
1825,South American,H
246,Scandanavian,F
7268,Scandanavian,F
1323,Scandanavian,H
245,Scandanavian,H
8397,Scandanavian,H
9383,Scandanavian,H
243,Scandanavian,H
9366,Scandanavian,F
281,Scandanavian,H
8861,Scandanavian,H
8864,Scandanavian,F
1243,Scandanavian,H
8374,Scandanavian,F
1245,Scandanavian,H
6579,South American,H
7383,Scandanavian,H
1261,Scandanavian,H
258,Scandanavian,F
7340,Scandanavian,F
8391,Scandanavian,H
6228,South American,F
230,Scandanavian,F
7408,Scandanavian,F
275,Scandanavian,H
1851,South American,H
523,Scandanavian,H
9346,Scandanavian,F
7386,Scandanavian,F
9337,Scandanavian,H
1251,Scandanavian,H
7387,Scandanavian,H
1254,Scandanavian,F
6582,South American,F
9329,Scandanavian,H
8385,Scandanavian,H
8851,Scandanavian,H
8846,Scandanavian,F
9745,Scandanavian,H
6577,Scandanavian,H
1670,Scandanavian,F
9802,Western Europea,F
9761,Western Europea,H
3353,Western Europea,H
3355,Western Europea,H
3356,Western Europea,F
3351,Western Europea,H
6774,South American,F
9810,Western Europea,F
3280,Western Europea,F
9872,Western Europea,F
3285,Western Europea,H
3342,Western Europea,F
9790,Western Europea,F
3335,Western Europea,H
6057,South American,H
9522,Western Europea,F
3589,Western Europea,H
3596,Western Europea,F
9518,Western Europea,F
9516,Western Europea,F
3289,Western Europea,H
3601,Western Europea,H
3571,Western Europea,H
6759,South American,H
9628,Western Europea,F
6051,South American,H
3470,Western Europea,F
3607,Western Europea,H
9867,Western Europea,H
9862,Western Europea,F
6771,South American,H
3448,Western Europea,F
9634,Western Europea,F
1930,South American,F
3451,Western Europea,H
9678,Western Europea,F
3446,Western Europea,F
9409,Western Europea,H
9692,Western Europea,F
6065,South American,H
6070,South American,F
3376,Western Europea,F
9718,Western Europea,F
9679,Western Europea,H
9527,Western Europea,H
3445,Western Europea,H
9644,Western Europea,F
3301,Western Europea,H
9841,Western Europea,H
6769,South American,H
9811,Western Europea,H
9748,Western Europea,F
3438,Western Europea,F
3358,Western Europea,F
9722,Western Europea,F
3423,Western Europea,H
6061,South American,H
9661,Western Europea,H
9652,Western Europea,F
9747,Western Europea,H
6748,South American,F
9533,Western Europea,H
9534,Western Europea,F
6682,South American,F
3544,Western Europea,F
9552,Western Europea,F
3555,Western Europea,H
3556,Western Europea,F
9563,Western Europea,H
3559,Western Europea,H
3554,Western Europea,F
9569,Western Europea,H
9572,Western Europea,F
3536,Western Europea,F
9622,Western Europea,F
9548,Western Europea,F
9596,Western Europea,F
6136,South American,F
8715,Western Europea,H
8802,Western Europea,F
4394,Western Europea,F
8719,Western Europea,H
8860,Western Europea,F
1898,South American,F
6392,Western Europea,F
4392,Western Europea,F
4292,Western Europea,F
8921,Western Europea,H
8917,Western Europea,H
8836,Western Europea,F
4404,Western Europea,F
8793,Western Europea,H
3382,Western Europea,F
3504,Western Europea,F
3511,Western Europea,H
9474,Western Europea,F
3641,Western Europea,H
9430,Western Europea,F
6094,South American,F
3655,Western Europea,H
6097,South American,H
9423,Western Europea,H
3646,Western Europea,F
9484,Western Europea,F
9512,Western Europea,F
9514,Western Europea,F
9535,Western Europea,H
9421,Western Europea,H
1895,South American,H
9454,Western Europea,F
6141,South American,H
3514,Western Europea,F
3519,Western Europea,H
6679,South American,H
9575,Western Europea,H
1893,South American,H
9463,Western Europea,H
3535,Western Europea,H
9625,Western Europea,H
3569,Western Europea,H
6670,South American,F
3576,Western Europea,F
9467,Western Europea,H
3567,Western Europea,H
8925,Western Europea,H
3390,Western Europea,F
3398,Western Europea,F
3723,Western Europea,H
3695,Western Europea,H
9394,Western Europea,F
9391,Western Europea,H
9389,Western Europea,H
9384,Western Europea,F
9375,Western Europea,H
2506,South American,F
9370,Western Europea,F
9369,Western Europea,H
3720,Western Europea,F
877,South American,H
2513,South American,H
9322,Western Europea,F
9320,Western Europea,F
9002,Western Europea,F
8994,Western Europea,F
8954,Western Europea,F
9195,Western Europea,H
9196,Western Europea,F
9362,Western Europea,F
9348,Western Europea,F
8189,South American,H
3762,Western Europea,F
3743,Western Europea,H
3784,Western Europea,F
9321,Western Europea,H
9331,Western Europea,H
3788,Western Europea,F
4916,South American,F
8167,South American,H
3833,Western Europea,H
3829,Western Europea,H
9292,Western Europea,F
3798,Western Europea,F
9287,Western Europea,H
3881,Western Europea,H
3806,Western Europea,F
9284,Western Europea,F
893,South American,H
9275,Western Europea,H
9269,Western Europea,H
9268,Western Europea,F
9285,Western Europea,H
9004,Western Europea,F
4932,South American,F
3872,Western Europea,F
4921,South American,H
9293,Western Europea,H
3797,Western Europea,H
3844,Western Europea,F
3846,Western Europea,F
9243,Western Europea,H
3852,Western Europea,F
3861,Western Europea,H
3864,Western Europea,F
9227,Western Europea,H
9218,Western Europea,F
3869,Western Europea,H
3860,Western Europea,F
8132,South American,F
9010,Western Europea,F
4028,Western Europea,F
3991,Western Europea,H
9069,Western Europea,H
