total,category_desc,member,region
84718.30,Clothing,24732,Scandanavian
54850.70,Clothing,24560,Mid East / Sout
81702.60,Clothing,21326,Eastern Europea
153242.90,Meals,29195,Western Europea
30631.00,Groceries,21944,Japan
42111.20,Meals,21535,Japan
317858.50,Meals,21363,Eastern Europea
39283.60,Lodging,28151,Western Europea
22104.20,Lodging,29511,China
74994.50,Lodging,24321,Mid East / Sout
69687.40,Entertainment,26376,Scandanavian
39283.60,Meals,25090,Scandanavian
29998.30,Entertainment,25016,Scandanavian
163697.10,Communication,28328,Western Europea
209159.90,Meals,21260,China
150313.90,Lodging,24642,Mid East / Sout
81731.90,Communication,20347,China
56800.10,Electronics,27713,Western Europea
15093.20,Clothing,29089,Scandanavian
201556.50,Clothing,25259,Western Europea
85357.10,Clothing,29922,Eastern Europea
45001.10,Groceries,24343,Mid East / Sout
156658.00,Misc,22290,Japan
57791.90,Misc,29847,Mid East / Sout
20736.20,Entertainment,21847,Japan
51704.30,Meals,25365,Western Europea
89489.20,Home Supplies,23845,China
49806.20,Lodging,27215,Eastern Europea
64580.60,Lodging,24745,South American
34946.30,Communication,29604,Japan
93165.70,Entertainment,29012,Western Europea
29662.40,Lodging,20915,China
157335.90,Electronics,29247,South American
53282.40,Communication,20771,China
38212.40,Misc,29718,Africa
71158.00,Electronics,26777,Eastern Europea
14118.50,Electronics,21587,Eastern Europea
79502.80,Meals,28894,China
55141.40,Electronics,25417,Scandanavian
40463.50,Groceries,23579,Mid East / Sout
235322.90,Groceries,29879,Western Europea
23773.90,Groceries,20218,Africa
13280.60,Home Supplies,21741,Eastern Europea
140954.10,Electronics,27842,Western Europea
81178.60,Misc,27717,Western Europea
52097.60,Misc,20057,China
8595.20,Lodging,27510,Eastern Europea
190292.50,Communication,20668,Japan
65144.90,Communication,24838,Scandanavian
124395.20,Lodging,21980,Japan
96328.00,Lodging,23680,Mid East / Sout
20992.70,Lodging,25810,Scandanavian
68661.40,Communication,28007,Western Europea
111411.40,Misc,23592,Mid East / Sout
326710.20,Groceries,25305,Western Europea
115327.30,Misc,29821,Japan
345450.60,Groceries,27409,Eastern Europea
81110.20,Home Supplies,26636,Scandanavian
110299.90,Misc,28461,Western Europea
56902.70,Home Supplies,27996,South American
58817.90,Clothing,25156,Scandanavian
162739.50,Clothing,27921,Western Europea
76430.90,Groceries,28814,Scandanavian
47121.50,Misc,27056,Western Europea
111360.10,Misc,22187,Japan
32871.10,Communication,26942,Eastern Europea
35715.80,Meals,20599,Japan
19214.30,Electronics,22652,Africa
50695.40,Misc,23887,China
65207.20,Lodging,23428,Africa
30226.70,Communication,29178,Mid East / Sout
28328.60,Communication,27263,Eastern Europea
22890.80,Communication,21518,Japan
43171.40,Electronics,23866,China
62471.20,Meals,20238,Africa
60282.40,Entertainment,27953,Western Europea
84946.70,Lodging,21130,China
55614.10,Meals,25983,South American
80090.30,Meals,25600,Western Europea
22702.70,Lodging,29173,Africa
52114.70,Entertainment,28102,Western Europea
202890.30,Meals,23536,Mid East / Sout
130865.10,Lodging,25492,Scandanavian
85511.00,Meals,29664,China
70018.40,Clothing,26281,Scandanavian
35647.40,Communication,25199,Western Europea
64506.10,Groceries,23241,Africa
38997.80,Clothing,24898,Scandanavian
46841.80,Misc,21397,Eastern Europea
72201.10,Groceries,25156,Scandanavian
82569.80,Home Supplies,27910,Western Europea
57809.00,Misc,29057,China
33544.10,Home Supplies,25995,South American
96979.00,Clothing,23919,China
87659.50,Entertainment,23293,Africa
51037.40,Meals,28345,Western Europea
72976.70,Communication,26178,Scandanavian
45548.30,Groceries,27220,South American
181970.90,Meals,20685,Japan
75644.30,Entertainment,25102,Scandanavian
369881.60,Lodging,22492,Africa
83555.50,Lodging,23981,China
143826.90,Meals,28834,Mid East / Sout
60066.20,Meals,26919,Eastern Europea
78482.90,Communication,24369,Mid East / Sout
158874.90,Entertainment,28889,South American
74702.60,Meals,28728,Mid East / Sout
36741.80,Misc,24780,Scandanavian
182455.80,Lodging,24556,Mid East / Sout
50638.00,Home Supplies,27804,South American
47001.80,Meals,22600,Africa
214820.00,Clothing,21855,Japan
36222.70,Clothing,24855,South American
145605.30,Misc,21780,Eastern Europea
50387.60,Misc,23355,Africa
30853.30,Misc,27568,Eastern Europea
40230.20,Misc,26589,Scandanavian
15383.90,Groceries,28156,Western Europea
100860.70,Misc,25759,South American
168587.70,Meals,27409,Eastern Europea
84878.30,Clothing,23770,Mid East / Sout
79679.90,Lodging,20683,Japan
17641.10,Meals,27855,Western Europea
48968.30,Electronics,21994,Japan
30654.20,Electronics,27653,Eastern Europea
68718.80,Entertainment,20250,Africa
128904.70,Meals,21727,Eastern Europea
103436.70,Entertainment,27910,Western Europea
75199.70,Lodging,21556,Eastern Europea
325974.90,Communication,25305,Western Europea
256754.10,Lodging,24917,Scandanavian
88104.10,Clothing,28153,Western Europea
234245.60,Entertainment,26144,South American
133071.00,Lodging,23620,Mid East / Sout
25336.10,Electronics,25589,South American
68302.30,Groceries,24369,Mid East / Sout
97252.60,Meals,25408,Western Europea
40264.40,Clothing,29707,Africa
158915.20,Misc,23269,Africa
73261.30,Misc,21354,Eastern Europea
76755.80,Communication,20390,China
87214.90,Entertainment,21421,Japan
102177.40,Home Supplies,25803,Scandanavian
9638.30,Meals,28920,Western Europea
102177.40,Meals,25047,South American
295375.70,Electronics,24845,Scandanavian
9518.60,Meals,26962,Western Europea
78066.40,Communication,22454,Africa
80716.90,Lodging,22449,Africa
117584.50,Entertainment,23230,Africa
49943.00,Communication,28242,South American
114164.50,Lodging,28237,Western Europea
80751.10,Misc,28696,China
169641.80,Groceries,25219,Western Europea
133019.70,Home Supplies,25846,Scandanavian
29457.20,Meals,26856,Eastern Europea
182780.70,Meals,24558,Mid East / Sout
59570.30,Home Supplies,20058,Africa
124766.50,Clothing,25771,South American
113668.60,Misc,29950,Africa
74201.80,Home Supplies,25102,Scandanavian
247605.60,Misc,25567,Western Europea
214221.50,Misc,29440,Mid East / Sout
119430.10,Misc,23652,Mid East / Sout
76772.90,Clothing,28196,Western Europea
125273.40,Groceries,20496,Japan
194231.60,Communication,28986,Scandanavian
18017.30,Entertainment,24229,Mid East / Sout
57512.20,Meals,23493,Africa
25199.30,Entertainment,20379,China
7774.40,Meals,27984,Western Europea
104845.00,Entertainment,22294,Japan
93792.30,Meals,20324,China
95177.40,Meals,23599,Mid East / Sout
42607.10,Communication,25817,South American
106110.40,Electronics,21865,Japan
19026.20,Meals,29344,Mid East / Sout
98460.60,Lodging,29087,Africa
38229.50,Meals,21684,Eastern Europea
197025.00,Meals,22239,Japan
65298.80,Electronics,23780,Mid East / Sout
49475.20,Communication,29115,Africa
234342.10,Meals,23622,Mid East / Sout
49789.10,Lodging,21748,Eastern Europea
137557.30,Entertainment,28016,Western Europea
33185.00,Communication,21455,Japan
80859.80,Misc,27760,Western Europea
20154.80,Home Supplies,24996,Scandanavian
58880.20,Home Supplies,23613,Mid East / Sout
40452.50,Home Supplies,23994,China
33424.40,Misc,26503,Scandanavian
8834.60,Groceries,24091,Mid East / Sout
1071.20,Groceries,21240,China
42607.10,Home Supplies,24973,Scandanavian
322543.90,Lodging,20769,China
52593.50,Clothing,23856,China
48882.80,Meals,24601,Mid East / Sout
99834.70,Electronics,24610,Mid East / Sout
101265.00,Home Supplies,20187,Japan
63862.40,Lodging,22129,Japan
3841.40,Entertainment,21358,Eastern Europea
10527.50,Communication,24326,Mid East / Sout
84553.40,Meals,27048,Western Europea
140201.70,Misc,24694,South American
89745.70,Groceries,23433,Africa
174669.20,Entertainment,27080,Eastern Europea
26584.40,Communication,28179,Western Europea
38178.20,Home Supplies,27718,Western Europea
79132.70,Meals,20556,Japan
90902.40,Misc,26824,Eastern Europea
88309.30,Clothing,24984,South American
106104.30,Home Supplies,29358,Mid East / Sout
57552.50,Home Supplies,24549,Mid East / Sout
75781.10,Home Supplies,25909,South American
45.20,Groceries,29836,China
36222.70,Meals,21111,China
73694.90,Groceries,22368,Japan
66632.60,Groceries,21008,China
126915.00,Home Supplies,28783,China
210374.00,Electronics,23674,Mid East / Sout
34587.20,Lodging,21642,Eastern Europea
47064.10,Communication,23390,Africa
64283.80,Entertainment,20164,Africa
254286.80,Entertainment,25909,South American
100871.70,Entertainment,27824,South American
103853.20,Communication,27306,Eastern Europea
187642.00,Lodging,23002,Africa
278146.20,Communication,25391,Western Europea
59273.50,Communication,26985,South American
16478.30,Misc,25630,Scandanavian
243719.00,Lodging,27364,Eastern Europea
47754.20,Meals,29152,Western Europea
121722.70,Meals,21492,Japan
85357.10,Home Supplies,26782,Eastern Europea
28140.50,Groceries,24283,Mid East / Sout
23027.60,Home Supplies,28039,Western Europea
26823.80,Clothing,24048,China
78528.10,Home Supplies,24123,Mid East / Sout
154144.30,Misc,27654,South American
14186.90,Clothing,25963,South American
40880.00,Home Supplies,25188,Western Europea
128094.90,Meals,22047,Japan
21317.60,Lodging,21619,Eastern Europea
215857.00,Meals,22557,Africa
506.90,Lodging,29279,Mid East / Sout
20918.20,Communication,26690,Eastern Europea
17145.20,Groceries,21432,Japan
79235.30,Meals,21197,China
63724.40,Entertainment,25165,Western Europea
113001.70,Misc,26695,Eastern Europea
64358.30,Electronics,24716,Scandanavian
125637.40,Meals,20748,China
3636.20,Entertainment,26974,Western Europea
197224.10,Meals,21303,Eastern Europea
334393.00,Entertainment,21229,China
273375.30,Clothing,25857,Scandanavian
96220.50,Groceries,28963,Japan
207580.60,Clothing,27217,Eastern Europea
194157.10,Meals,24472,Mid East / Sout
120919.00,Misc,22333,Japan
110841.00,Groceries,22176,Japan
130123.70,Misc,20973,China
462893.40,Home Supplies,24867,Scandanavian
221853.00,Clothing,25642,Western Europea
204987.50,Home Supplies,25717,South American
69454.10,Entertainment,29696,South American
208298.80,Electronics,27524,Eastern Europea
19368.20,Meals,27343,Eastern Europea
68353.60,Communication,20158,Africa
5654.00,Communication,25176,South American
212248.90,Lodging,24788,Scandanavian
85812.70,Electronics,28563,Western Europea
129633.90,Clothing,24921,Scandanavian
127045.70,Lodging,21490,Japan
41735.00,Communication,28857,Scandanavian
87505.60,Home Supplies,21252,China
43530.50,Home Supplies,28717,Western Europea
44026.40,Home Supplies,26550,Scandanavian
8903.00,Groceries,24601,Mid East / Sout
20513.90,Clothing,22176,Japan
95502.30,Misc,25782,South American
62796.10,Groceries,27835,Western Europea
50969.00,Groceries,20175,Japan
87026.80,Home Supplies,26997,South American
150752.40,Communication,23456,Africa
67795.40,Electronics,25460,Scandanavian
100193.80,Clothing,20112,Africa
9056.90,Groceries,24154,Mid East / Sout
7449.50,Misc,29761,Eastern Europea
26362.10,Communication,22325,Japan
13349.00,Lodging,20554,Japan
51259.70,Lodging,25916,South American
85282.60,Communication,29793,Japan
172845.60,Communication,20261,Japan
28208.90,Home Supplies,29848,Japan
8150.60,Electronics,22609,Africa
53038.10,Home Supplies,29653,Scandanavian
9074.00,Groceries,28771,Scandanavian
184245.20,Groceries,27452,Eastern Europea
117817.80,Home Supplies,27589,South American
88394.80,Meals,20261,Japan
63349.40,Clothing,28708,Japan
158190.90,Misc,21165,China
51054.50,Communication,21647,Eastern Europea
223687.60,Electronics,25652,Scandanavian
113788.30,Meals,26112,South American
28277.30,Entertainment,23525,Mid East / Sout
56623.00,Communication,21389,Eastern Europea
157295.60,Meals,21750,Eastern Europea
75216.80,Meals,24048,China
40264.40,Home Supplies,22866,Africa
52935.50,Clothing,20009,China
53174.90,Home Supplies,20379,China
11314.10,Clothing,20304,China
124617.50,Misc,21909,Japan
50467.00,Communication,21750,Eastern Europea
76299.00,Clothing,29644,Scandanavian
46021.00,Misc,23973,China
34478.50,Communication,21094,China
101476.30,Communication,20324,China
258879.40,Communication,26112,South American
1259.30,Communication,29985,South American
9894.80,Entertainment,21100,China
65743.40,Electronics,28460,Western Europea
105546.10,Lodging,25724,South American
95970.10,Meals,22534,Africa
18940.70,Meals,26407,Scandanavian
175860.10,Communication,25623,Scandanavian
67761.20,Communication,22133,Japan
93747.10,Clothing,22113,Japan
56127.10,Groceries,26579,Scandanavian
9877.70,Home Supplies,22188,Japan
180198.60,Misc,27336,South American
45029.20,Entertainment,29799,China
4422.80,Entertainment,28952,South American
243815.50,Communication,27921,Western Europea
59296.70,Entertainment,23164,Africa
21995.50,Communication,22903,Mid East / Sout
68729.80,Home Supplies,21827,Eastern Europea
82136.20,Groceries,28130,Western Europea
174817.00,Home Supplies,28975,Scandanavian
70069.70,Clothing,23112,Africa
18718.40,Clothing,28900,China
13571.30,Electronics,26396,Scandanavian
44624.90,Home Supplies,26061,South American
170554.20,Electronics,25523,Scandanavian
42447.10,Communication,20877,China
5089.70,Entertainment,24037,China
95280.00,Electronics,29525,Japan
14819.60,Groceries,27515,Eastern Europea
31201.40,Misc,24102,Mid East / Sout
62716.70,Electronics,21161,China
12305.90,Home Supplies,28654,China
19795.70,Clothing,28642,South American
47839.70,Clothing,26475,Scandanavian
170776.50,Misc,25141,Scandanavian
42077.00,Home Supplies,20891,China
78733.30,Home Supplies,22251,Japan
25336.10,Misc,26847,Eastern Europea
208516.20,Clothing,20175,Japan
93661.60,Home Supplies,29911,Eastern Europea
323187.60,Misc,23781,Mid East / Sout
51396.50,Lodging,23491,Africa
331439.60,Communication,23622,Mid East / Sout
117755.50,Entertainment,29759,Eastern Europea
68992.40,Communication,27984,Western Europea
83595.80,Lodging,26365,Scandanavian
112773.30,Lodging,27725,Western Europea
15572.00,Meals,24406,Mid East / Sout
32825.90,Electronics,20929,China
37853.30,Entertainment,24461,Mid East / Sout
2063.00,Groceries,23089,Africa
30870.40,Electronics,28397,Western Europea
78978.80,Meals,26344,Scandanavian
17128.10,Misc,23678,Mid East / Sout
125079.20,Groceries,28451,Western Europea
141398.70,Entertainment,21292,Eastern Europea
63890.50,Communication,21031,China
82792.10,Home Supplies,21930,Japan
189317.80,Home Supplies,24060,China
26550.20,Misc,22845,Mid East / Sout
39084.50,Clothing,22305,Japan
84125.90,Home Supplies,21315,Eastern Europea
113816.40,Groceries,20433,Japan
68131.30,Misc,24205,Mid East / Sout
53038.10,Groceries,26258,Scandanavian
67299.50,Groceries,21664,Eastern Europea
34461.40,Clothing,20945,China
62921.90,Clothing,22920,Mid East / Sout
83168.30,Electronics,29628,China
15674.60,Misc,29503,Japan
31885.40,Lodging,24427,Mid East / Sout
22149.40,Entertainment,21163,China
3995.30,Meals,23470,Africa
280436.40,Misc,20933,China
9347.60,Meals,24111,Mid East / Sout
115451.90,Communication,27689,South American
14665.70,Communication,27048,Western Europea
74960.30,Communication,29049,South American
69909.70,Clothing,23049,Africa
90002.20,Entertainment,29888,South American
50005.30,Communication,23327,Africa
113241.10,Electronics,29333,Japan
236188.90,Entertainment,23588,Mid East / Sout
3294.20,Lodging,26339,Scandanavian
72617.60,Groceries,24025,China
71300.90,Entertainment,22228,Japan
83424.80,Home Supplies,21764,Eastern Europea
135088.80,Misc,29632,China
85340.00,Electronics,28692,Africa
100375.80,Electronics,27332,Eastern Europea
64705.20,Clothing,25050,Scandanavian
374332.50,Lodging,20065,China
277143.40,Electronics,21058,China
62813.20,Electronics,28589,Japan
58971.80,Communication,25983,South American
44977.90,Lodging,25595,Western Europea
265560.60,Electronics,20737,China
80569.10,Clothing,29515,Japan
34775.30,Lodging,22426,Africa
136975.90,Electronics,27627,Eastern Europea
44590.70,Home Supplies,27781,Western Europea
52969.70,Clothing,27706,Western Europea
49156.40,Misc,26206,Scandanavian
58766.60,Home Supplies,28846,South American
75877.60,Misc,23037,Africa
245068.70,Electronics,21802,Eastern Europea
28260.20,Lodging,28764,Mid East / Sout
77867.30,Electronics,23162,Africa
67025.90,Entertainment,24140,Mid East / Sout
103881.30,Entertainment,28823,Western Europea
152935.10,Misc,21677,Eastern Europea
106024.90,Misc,26635,South American
67265.30,Electronics,23139,Africa
28704.80,Misc,24720,South American
116934.70,Communication,28451,Western Europea
51892.40,Electronics,28884,Western Europea
112625.50,Entertainment,23247,Africa
257563.90,Groceries,23599,Mid East / Sout
37682.30,Groceries,20450,Japan
15862.70,Lodging,26680,South American
51413.60,Clothing,27391,Eastern Europea
195930.60,Entertainment,27758,Western Europea
78682.00,Groceries,29727,Western Europea
177901.10,Entertainment,29290,South American
