member_noSource,Month_Name,region_noSource,gender,Total
5037,Avril,9,0,1552.1
5037,Juillet,9,0,30000.5
5037,Juin,9,0,3760.9
5037,Mai,9,0,7352.4
5037,Octobre,9,0,110000
5037,Septembre,9,0,54544
5038,Août,6,1,79376
5038,Avril,6,1,3964.4
5038,Juillet,6,1,57504
5038,Juin,6,1,3667.4
5038,Mai,6,1,5468.1
5038,Septembre,6,1,52864
5039,Août,3,0,58912
5039,Avril,3,0,8592.1
5039,Juillet,3,0,124496
5039,Juin,3,0,9585.4
5039,Mai,3,0,4072.2
5039,Septembre,3,0,138944
5040,Août,4,1,179376
5040,Avril,4,1,5155.7
5040,Juillet,4,1,80470.1
5040,Juin,4,1,785.7
5040,Mai,4,1,12376.1
5040,Mars,4,1,41.8
5040,Octobre,4,1,84016
5040,Septembre,4,1,4752
5041,Août,3,0,3328
5041,Avril,3,0,10589.7
5041,Juillet,3,0,153552
5041,Juin,3,0,5058.9
5041,Mai,3,0,239.8
5041,Septembre,3,0,73424
5042,Avril,2,1,4009.5
5042,Juillet,2,1,58541.7
5042,Juin,2,1,28677.9
5042,Mars,2,1,1688.5
5042,Octobre,2,1,5392
5042,Septembre,2,1,62064
5043,Août,7,0,119824
5043,Avril,7,0,7694.5
5043,Juillet,7,0,111440
5043,Juin,7,0,21895.3
5043,Mai,7,0,8259.9
5043,Mars,7,0,1083.5
5043,Septembre,7,0,91248
5044,Août,3,1,123680
5044,Juillet,3,1,5057.8
5044,Juin,3,1,112587
5044,Mai,3,1,8525
5044,Mars,3,1,7459.1
5044,Octobre,3,1,73248
5044,Septembre,3,1,64000
5045,Août,7,0,41360
5045,Avril,7,0,7079.6
5045,Juillet,7,0,105583.1
5045,Juin,7,0,70592.1
5045,Mai,7,0,2854.5
5045,Mars,7,0,4490.2
5045,Octobre,7,0,42416
5045,Septembre,7,0,81136
5046,Août,7,1,22912
5046,Avril,7,1,8167.5
5046,Juillet,7,1,123310.1
5046,Mai,7,1,1586.2
5046,Octobre,7,1,70096
5047,Août,9,0,32432
5047,Avril,9,0,4636.5
5047,Juillet,9,0,67120
5047,Juin,9,0,96544
5047,Mai,9,0,2240.7
5047,Mars,9,0,6659.4
5048,Août,3,1,201040
5048,Avril,3,1,2014.1
5048,Juillet,3,1,29136
5048,Juin,3,1,14319.8
5048,Mai,3,1,13865.5
5048,Septembre,3,1,207648
5049,Août,9,0,19184
5049,Avril,9,0,617.1
5049,Juillet,9,0,8816
5049,Mai,9,0,1329.9
5050,Août,3,1,145312
5050,Avril,3,1,13784.1
5050,Juillet,3,1,199856
5050,Juin,3,1,723.8
5050,Mai,3,1,10012.2
5050,Septembre,3,1,10048
5051,Août,4,0,21632
5051,Avril,4,0,3661.9
5051,Juillet,4,0,53104
5051,Juin,4,0,20542.3
5051,Mai,4,0,1498.2
5051,Mars,4,0,1107.7
5051,Septembre,4,0,66288
5052,Août,8,1,65184
5052,Avril,8,1,3789.5
5052,Juillet,8,1,54800
5052,Juin,8,1,8944.2
5052,Mai,8,1,4492.4
5052,Mars,8,1,13.2
5052,Septembre,8,1,129152
5053,Août,4,0,21840
5053,Avril,4,0,4305.4
5053,Juillet,4,0,70181.6
5053,Juin,4,0,47118.7
5053,Mai,4,0,1512.5
5053,Mars,4,0,3172.4
5053,Octobre,4,0,111936
5053,Septembre,4,0,18672
5054,Août,8,1,62464
5054,Avril,8,1,11955.9
5054,Juillet,8,1,174531.8
5054,Juin,8,1,135856
5054,Mai,8,1,4305.4
5054,Mars,8,1,9373.1
5054,Octobre,8,1,20608
5055,Août,4,0,140064
5055,Avril,4,0,1650
5055,Juillet,4,0,23840
5055,Mai,4,0,9651.4
5056,Juillet,6,1,4482.5
5056,Juin,6,1,48148.6
5056,Mars,6,1,2901.8
5056,Octobre,6,1,65040
5056,Septembre,6,1,88256
5057,Août,5,0,183504
5057,Avril,5,0,4659.6
5057,Juillet,5,0,75432.6
5057,Juin,5,0,173624
5057,Mai,5,0,12659.9
5057,Mars,5,0,11394.9
5057,Octobre,5,0,113376
5057,Septembre,5,0,121280
5058,Août,7,1,36752
5058,Avril,7,1,5065.5
5058,Juillet,7,1,80441.2
5058,Juin,7,1,8116.9
5058,Mai,7,1,2548.7
5058,Octobre,7,1,100352
5058,Septembre,7,1,117744
5059,Août,3,0,69568
5059,Juillet,3,0,3961.1
5059,Juin,3,0,3395.7
5059,Mai,3,0,4815.8
5059,Octobre,3,0,57456
5059,Septembre,3,0,49232
5060,Août,8,1,156624
5060,Avril,8,1,7416.2
5060,Juillet,8,1,107392
5060,Juin,8,1,90151.1
5060,Mai,8,1,10822.9
5060,Mars,8,1,4912.6
5060,Septembre,8,1,273456
5061,Août,6,0,88816
5061,Avril,6,0,9509.5
5061,Juillet,6,0,139581.8
5061,Juin,6,0,53408
5061,Mai,6,0,6128.1
5061,Mars,6,0,3682.8
5061,Octobre,6,0,22848
5062,Août,4,1,39968
5062,Juin,4,1,73847.3
5062,Mai,4,1,2758.8
5062,Mars,4,1,4981.9
5062,Septembre,4,1,22288
5063,Août,7,0,226768
5063,Juillet,7,0,705.1
5063,Juin,7,0,111762.5
5063,Mai,7,0,15634.3
5063,Mars,7,0,6804.6
5063,Octobre,7,0,10096
5063,Septembre,7,0,190160
5064,Août,5,1,66240
5064,Avril,5,1,4510
5064,Juillet,5,1,68766.4
5064,Juin,5,1,57071.9
5064,Mai,5,1,4565
5064,Mars,5,1,3448.5
5064,Octobre,5,1,48224
5064,Septembre,5,1,102544
5065,Août,2,0,62752
5065,Juillet,2,0,5486.8
5065,Juin,2,0,79302.3
5065,Mai,2,0,4325.2
5065,Mars,2,0,4669.5
5065,Octobre,2,0,79488
5065,Septembre,2,0,167408
5066,Août,6,1,107440
5066,Avril,6,1,10819.6
5066,Juillet,6,1,162697.4
5066,Juin,6,1,7437.1
5066,Mai,6,1,7419.5
5066,Octobre,6,1,84064
5066,Septembre,6,1,107856
5067,Août,8,0,79296
5067,Juin,8,0,52816
5067,Mai,8,0,5484.6
5067,Mars,8,0,3642.1
5068,Août,8,1,33584
5068,Avril,8,1,15989.6
5068,Juillet,8,1,234145.9
5068,Juin,8,1,180092.4
5068,Mai,8,1,2319.9
5068,Mars,8,1,11573.1
5068,Octobre,8,1,31984
5068,Septembre,8,1,177504
5069,Août,7,0,221280
5069,Juillet,7,0,574.2
5069,Juin,7,0,5797.6
5069,Mai,7,0,15257
5069,Mars,7,0,205.7
5069,Octobre,7,0,8192
5069,Septembre,7,0,42816
5070,Août,5,1,38336
5070,Avril,5,1,3268.1
5070,Juillet,5,1,51110.5
5070,Juin,5,1,8943.4
5070,Mai,5,1,2657.6
5070,Mars,5,1,286
5070,Octobre,5,1,54000
5070,Septembre,5,1,71584
5071,Août,2,0,240496
5071,Avril,2,0,8663.6
5071,Juillet,2,0,127084.3
5071,Juin,2,0,66944
5071,Mai,2,0,16600.1
5071,Mars,2,0,4613.4
5071,Octobre,2,0,24688
5072,Août,4,1,29488
5072,Avril,4,1,5654
5072,Juillet,4,1,81920
5072,Juin,4,1,55952
5072,Mai,4,1,2038.3
5072,Mars,4,1,3857.7
5073,Août,8,0,10864
5073,Avril,8,0,11855.8
5073,Juillet,8,0,171808
5073,Juin,8,0,3597
5073,Mai,8,0,757.9
5073,Septembre,8,0,52160
5074,Août,7,1,119936
5074,Avril,7,1,4441.8
5074,Juillet,7,1,64288
5074,Juin,7,1,26081.7
5074,Mai,7,1,8267.6
5074,Mars,7,1,1175.9
5074,Septembre,7,1,132432
5075,Août,2,0,64080
5075,Avril,2,0,1734.7
5075,Juillet,2,0,25072
5075,Juin,2,0,48616.8
5075,Mai,2,0,4427.5
5075,Mars,2,0,3147.1
5075,Septembre,2,0,43488
5076,Avril,4,1,8250
5076,Juillet,4,1,119520
5076,Juin,4,1,16096.1
5076,Mars,4,1,369.6
5076,Septembre,4,1,157616
5077,Août,4,0,98512
5077,Avril,4,0,545.6
5077,Juillet,4,0,7776
5077,Juin,4,0,3163.6
5077,Mai,4,0,6794.7
5077,Septembre,4,0,45856
5078,Août,4,1,186016
5078,Avril,4,1,2796.2
5078,Juillet,4,1,46384.4
5078,Juin,4,1,1136.3
5078,Mai,4,1,12821.6
5078,Octobre,4,1,87264
5078,Septembre,4,1,16368
5079,Août,6,0,96768
5079,Juin,6,0,39966
5079,Mai,6,0,6674.8
5079,Mars,6,0,2424.4
5079,Septembre,6,0,70560
5080,Août,2,1,145824
5080,Avril,2,1,7844.1
5080,Juillet,2,1,114055.4
5080,Juin,2,1,21939
5080,Mai,2,1,10058.4
5080,Mars,2,1,1294.7
5080,Octobre,2,1,3904
5080,Septembre,2,1,47200
5081,Août,3,0,51664
5081,Juillet,3,0,3775.2
5081,Juin,3,0,82.5
5081,Mai,3,0,3562.9
5081,Octobre,3,0,54752
5081,Septembre,3,0,1040
5082,Août,7,1,67760
5082,Avril,7,1,1362.9
5082,Juillet,7,1,24999
5082,Juin,7,1,1452
5082,Mai,7,1,4669.5
5082,Octobre,7,1,77440
5082,Septembre,7,1,20640
5083,Août,5,0,106928
5083,Avril,5,0,15727.8
5083,Juillet,5,0,227968
5083,Juin,5,0,56774.6
5083,Mai,5,0,7384.3
5083,Mars,5,0,3138.3
5083,Septembre,5,0,165856
5084,Août,4,1,210080
5084,Avril,4,1,4664
5084,Juillet,4,1,71238.5
5084,Juin,4,1,44048.3
5084,Mai,4,1,14498
5084,Mars,4,1,2368.3
5084,Octobre,4,1,51600
5084,Septembre,4,1,141168
5085,Août,8,0,84080
5085,Avril,8,0,5185.4
5085,Juillet,8,0,80066.6
5085,Juin,8,0,5960.9
5085,Mai,8,0,5802.5
5085,Octobre,8,0,69696
5085,Septembre,8,0,86384
5086,Août,3,1,64080
5086,Avril,3,1,431.2
5086,Juillet,3,1,8769.1
5086,Mai,3,1,4416.5
5086,Octobre,3,1,40816
5087,Avril,4,0,5192
5087,Juillet,4,0,80553.7
5087,Juin,4,0,41492.8
5087,Mars,4,0,2726.9
5087,Octobre,4,0,77712
5087,Septembre,4,0,28768
5088,Août,6,1,105408
5088,Avril,6,1,1436.6
5088,Juillet,6,1,24686.1
5088,Juin,6,1,120928
5088,Mai,6,1,7268.8
5088,Mars,6,1,7826.5
5088,Octobre,6,1,57296
5088,Septembre,6,1,109760
5089,Avril,4,0,10745.9
5089,Juillet,4,0,155664
5090,Août,7,1,74816
5090,Avril,7,1,867.9
5090,Juillet,7,1,14125
5090,Mai,7,1,5154.6
5090,Octobre,7,1,24000
5091,Août,4,0,217488
5091,Avril,4,0,8537.1
5091,Juillet,4,0,127967.3
5091,Juin,4,0,2282.5
5091,Mai,4,0,14985.3
5091,Octobre,4,0,61968
5091,Septembre,4,0,33040
5092,Août,7,1,36992
5092,Avril,7,1,6043.4
5092,Juillet,7,1,87584
5092,Juin,7,1,28077.4
5092,Mai,7,1,2554.2
5092,Mars,7,1,1666.5
5092,Septembre,7,1,57984
5093,Août,9,0,24208
5093,Avril,9,0,3867.6
5093,Juillet,9,0,61303.4
5093,Juin,9,0,27699.8
5093,Mai,9,0,1675.3
5093,Mars,9,0,1272.7
5093,Octobre,9,0,75424
5093,Septembre,9,0,135648
5094,Août,2,1,78896
5094,Avril,2,1,11838.2
5094,Juillet,2,1,171712
5094,Juin,2,1,35040
5094,Mai,2,1,5457.1
5094,Mars,2,1,2420
5095,Août,5,0,192656
5095,Avril,5,0,8208.2
5095,Juillet,5,0,126801.2
5095,Mai,5,0,13278.1
5095,Octobre,5,0,114432
5096,Août,7,1,47616
5096,Avril,7,1,6545
5096,Juillet,7,1,98821.3
5096,Juin,7,1,1387.1
5096,Mai,7,1,3295.6
5096,Octobre,7,1,57168
5096,Septembre,7,1,20016
5097,Août,3,0,75424
5097,Avril,3,0,3778.5
5097,Juillet,3,0,61632.7
5097,Juin,3,0,7001.5
5097,Mai,3,0,5196.4
5097,Octobre,3,0,101392
5097,Septembre,3,0,101360
5098,Août,3,1,78688
5098,Avril,3,1,9073.9
5098,Juillet,3,1,133404.8
5098,Juin,3,1,57508.6
5098,Mai,3,1,5431.8
5098,Mars,3,1,3605.8
5098,Octobre,3,1,27488
5098,Septembre,3,1,75616
5099,Juin,7,0,111532.2
5099,Mars,7,0,7460.2
5099,Septembre,7,0,50592
5100,Août,3,1,38848
5100,Avril,3,1,7549.3
5100,Juillet,3,1,111409.7
5100,Mai,3,1,2681.8
5100,Octobre,3,1,27792
5101,Août,7,0,116640
5101,Avril,7,0,17196.3
5101,Juillet,7,0,249488
5101,Mai,7,0,8041
5102,Août,3,1,36416
5102,Avril,3,1,11369.6
5102,Juillet,3,1,164959.3
5102,Mai,3,1,2514.6
5102,Octobre,3,1,3088
5103,Août,6,0,198128
5103,Avril,6,0,4955.5
5103,Juillet,6,0,71600
5103,Juin,6,0,44747.4
5103,Mai,6,0,13665.3
5103,Mars,6,0,2938.1
5103,Septembre,6,0,31424
5104,Août,2,1,64768
5104,Avril,2,1,1094.5
5104,Juillet,2,1,15760
5104,Juin,2,1,56666
5104,Mai,2,1,4463.8
5104,Mars,2,1,3424.3
5104,Septembre,2,1,101600
5105,Août,7,0,83520
5105,Avril,7,0,18128
5105,Juillet,7,0,262720
5105,Juin,7,0,26306.1
5105,Mai,7,0,5775
5105,Mars,7,0,1793
5105,Septembre,7,0,5456
5106,Août,7,1,123312
5106,Avril,7,1,5102.9
5106,Juillet,7,1,75270.7
5106,Mai,7,1,8521.7
5106,Octobre,7,1,17392
5107,Juillet,3,0,14037.1
5107,Juin,3,0,149379.8
5107,Mars,3,0,9951.7
5107,Octobre,3,0,203696
5107,Septembre,3,0,71808
5108,Août,9,1,69920
5108,Juillet,9,1,6565.9
5108,Juin,9,1,48513.3
5108,Mai,9,1,4829
5108,Mars,9,1,2999.7
5108,Octobre,9,1,95184
5108,Septembre,9,1,73008
5109,Août,3,0,99024
5109,Avril,3,0,5582.5
5109,Juillet,3,0,85990.6
5109,Juin,3,0,9501.8
5109,Mai,3,0,6829.9
5109,Octobre,3,0,74176
5109,Septembre,3,0,137888
5110,Août,5,1,58448
5110,Juin,5,1,135991.4
5110,Mai,5,1,4029.3
5110,Mars,5,1,8928.7
5110,Septembre,5,1,93184
5111,Août,4,0,87840
5111,Avril,4,0,2402.4
5111,Juillet,4,0,34784
5111,Juin,4,0,52287.3
5111,Mai,4,0,6061
5111,Mars,4,0,3324.2
5111,Septembre,4,0,59408
5112,Août,8,1,120336
5112,Avril,8,1,2227.5
5112,Juillet,8,1,35530.1
5112,Juin,8,1,21146.4
5112,Mai,8,1,8306.1
5112,Octobre,8,1,47536
5112,Septembre,8,1,306624
5113,Août,5,0,125536
5113,Juillet,5,0,2300.1
5113,Juin,5,0,1658.8
5113,Mai,5,0,8652.6
5113,Octobre,5,0,33296
5113,Septembre,5,0,23968
5114,Août,5,1,16192
5114,Avril,5,1,7291.9
5114,Juillet,5,1,108106.8
5114,Juin,5,1,163543.8
5114,Mai,5,1,1124.2
5114,Mars,5,1,11192.5
5114,Octobre,5,1,34048
5114,Septembre,5,1,19968
5115,Août,9,0,77264
5115,Juin,9,0,57425.6
5115,Mai,9,0,5333.9
5115,Mars,9,0,3473.8
5115,Septembre,9,0,102336
5116,Août,9,1,238112
5116,Avril,9,1,10971.4
5116,Juillet,9,1,164234.4
5116,Mai,9,1,16425.2
5116,Octobre,9,1,74304
5117,Avril,5,0,4967.6
5117,Juillet,5,0,71936
5117,Juin,5,0,530.2
5117,Septembre,5,0,7552
5118,Août,3,1,49616
5118,Avril,3,1,4061.2
5118,Juillet,3,1,58912
5118,Juin,3,1,83329.6
5118,Mai,3,1,3422.1
5118,Mars,3,1,5448.3
5118,Septembre,3,1,61536
5119,Août,5,0,25952
5119,Avril,5,0,15535.3
5119,Juillet,5,0,228547.8
5119,Juin,5,0,11906.4
5119,Mai,5,0,1795.2
5119,Octobre,5,0,51328
5119,Septembre,5,0,172704
5120,Avril,5,1,4241.6
5120,Juillet,5,1,62978.1
5120,Juin,5,1,56998.1
5120,Mars,5,1,3809.3
5120,Octobre,5,1,20816
5120,Septembre,5,1,25296
5121,Août,7,0,72112
5121,Juillet,7,0,1189.1
5121,Juin,7,0,68257.8
5121,Mai,7,0,4979.7
5121,Mars,7,0,4416.5
5121,Octobre,7,0,17136
5121,Septembre,7,0,60128
5122,Août,7,1,34368
5122,Avril,7,1,767.8
5122,Juillet,7,1,14938.3
5122,Juin,7,1,55573.9
5122,Mai,7,1,2373.8
5122,Mars,7,1,3186.7
5122,Octobre,7,1,57008
5122,Septembre,7,1,136144
5123,Août,7,0,57808
5123,Avril,7,0,9552.4
5123,Juillet,7,0,145039.8
5123,Juin,7,0,147913
5123,Mai,7,0,3985.3
5123,Mars,7,0,9625
5123,Octobre,7,0,95328
5123,Septembre,7,0,121760
5124,Août,5,1,15472
5124,Avril,5,1,3407.8
5124,Juillet,5,1,52939.6
5124,Juin,5,1,5355.9
5124,Mai,5,1,1074.7
5124,Octobre,5,1,53536
5124,Septembre,5,1,77264
5125,Août,2,0,67120
5125,Avril,2,0,11491.7
5125,Juillet,2,0,166845.8
5125,Juin,2,0,19726.2
5125,Mai,2,0,4636.5
5125,Mars,2,0,154
5125,Octobre,2,0,2368
5125,Septembre,2,0,255872
5126,Août,5,1,54160
5126,Avril,5,1,14516.7
5126,Juillet,5,1,212001.4
5126,Juin,5,1,8197.2
5126,Mai,5,1,3745.5
5126,Octobre,5,1,21504
5126,Septembre,5,1,118752
5127,Août,8,0,48720
5127,Avril,8,0,4789.4
5127,Juillet,8,0,70557.8
5127,Juin,8,0,6377.8
5127,Mai,8,0,3360.5
5127,Octobre,8,0,15168
5127,Septembre,8,0,92448
5128,Juin,4,1,2888.6
5128,Septembre,4,1,41856
5129,Août,7,0,62496
5129,Avril,7,0,7444.8
5129,Juillet,7,0,112888.3
5129,Juin,7,0,1635.7
5129,Mai,7,0,4329.6
5129,Octobre,7,0,71408
5129,Septembre,7,0,23632
5130,Août,5,1,57392
5130,Juillet,5,1,5706.8
5130,Juin,5,1,8129
5130,Mai,5,1,3956.7
5130,Octobre,5,1,82688
5130,Septembre,5,1,117760
5131,Août,3,0,124352
5131,Avril,3,0,6121.5
5131,Juillet,3,0,92978.1
5131,Juin,3,0,75678
5131,Mai,3,0,8582.2
5131,Mars,3,0,4831.2
5131,Octobre,3,0,61776
5131,Septembre,3,0,80640
5132,Août,2,1,49456
5132,Avril,2,1,8130.1
5132,Juillet,2,1,119137.2
5132,Juin,2,1,6983.1
5132,Mai,2,1,3411.1
5132,Mars,2,1,78.1
5132,Octobre,2,1,17312
5132,Septembre,2,1,87056
5133,Août,6,0,62432
5133,Avril,6,0,7296.3
5133,Juillet,6,0,107180.3
5133,Juin,6,0,37645.4
5133,Mai,6,0,4303.2
5133,Mars,6,0,2433.2
5133,Octobre,6,0,22128
5133,Septembre,6,0,34944
5134,Août,5,1,86816
5134,Avril,5,1,2064.7
5134,Juillet,5,1,29872
5134,Juin,5,1,2039.4
5134,Mai,5,1,6001.6
5134,Septembre,5,1,29504
5135,Avril,3,0,1635.7
5135,Juillet,3,0,23632
5135,Juin,3,0,58425.6
5135,Mars,3,0,3512.3
5135,Septembre,3,0,108736
5136,Août,6,1,91424
5136,Juin,6,1,63584.7
5136,Mai,6,1,6307.4
5136,Mars,6,1,4287.8
5136,Septembre,6,1,22192
5137,Août,8,0,7232
5137,Avril,8,0,15100.8
5137,Juillet,8,0,223659.4
5137,Juin,8,0,69916
5137,Mai,8,0,508.2
5137,Mars,8,0,4632.1
5137,Octobre,8,0,69504
5137,Septembre,8,0,41280
5138,Avril,4,1,4966.5
5138,Juillet,4,1,72080
5138,Juin,4,1,1998.7
5138,Septembre,4,1,28592
5139,Août,4,0,130496
5139,Avril,4,0,453.2
5139,Juillet,4,0,6432
5139,Juin,4,0,8388.6
5139,Mai,4,0,8993.6
5139,Septembre,4,0,121216
5140,Août,9,1,185584
5140,Avril,9,1,1104.4
5140,Juillet,9,1,17160.2
5140,Juin,9,1,88134.1
5140,Mai,9,1,12791.9
5140,Mars,9,1,5284.4
5140,Octobre,9,1,18112
5140,Septembre,9,1,165616
5141,Août,3,0,67552
5141,Avril,3,0,3498
5141,Juillet,3,0,55486.9
5141,Juin,3,0,65584
5141,Mai,3,0,4677.2
5141,Mars,3,0,4530.9
5141,Octobre,3,0,71344
5142,Avril,9,1,826.1
5142,Juillet,9,1,11856
5142,Juin,9,1,3655.3
5142,Septembre,9,1,53008
5143,Août,9,0,72528
5143,Avril,9,0,15966.5
5143,Juillet,9,0,231600
5143,Juin,9,0,68635.3
5143,Mai,9,0,5008.3
5143,Mars,9,0,4517.7
5143,Septembre,9,0,44688
5144,Août,9,1,155408
5144,Avril,9,1,8402.9
5144,Juillet,9,1,121584
5144,Juin,9,1,52992
5144,Mai,9,1,10728.3
5144,Mars,9,1,3654.2
5145,Août,5,0,29904
5145,Avril,5,0,3846.7
5145,Juillet,5,0,57011.4
5145,Juin,5,0,9398.4
5145,Mai,5,0,2066.9
5145,Octobre,5,0,19904
5145,Septembre,5,0,136224
5146,Août,7,1,20480
5146,Juillet,7,1,2906.2
5146,Juin,7,1,4185.5
5146,Mai,7,1,1419
5146,Octobre,7,1,42112
5146,Septembre,7,1,60720
5147,Août,6,0,137968
5147,Avril,6,0,1243
5147,Juillet,6,0,26557.8
5147,Juin,6,0,81853.6
5147,Mai,6,0,9518.3
5147,Mars,6,0,5295.4
5147,Octobre,6,0,127488
5147,Septembre,6,0,72256
5148,Août,5,1,65648
5148,Avril,5,1,5486.8
5148,Juillet,5,1,79328
5148,Juin,5,1,5485.7
5148,Mai,5,1,4524.3
5148,Septembre,5,1,79632
5149,Août,3,0,148848
5149,Avril,3,0,9441.3
5149,Juillet,3,0,140051.7
5149,Juin,3,0,3164.7
5149,Mai,3,0,10288.3
5149,Octobre,3,0,44112
5149,Septembre,3,0,45712
5150,Août,5,1,74400
5150,Avril,5,1,12142.9
5150,Juillet,5,1,178166.4
5150,Juin,5,1,149954.8
5150,Mai,5,1,5137
5150,Mars,5,1,10270.7
5150,Octobre,5,1,31584
5150,Septembre,5,1,15008
5151,Août,5,0,20816
5151,Avril,5,0,21278.4
5151,Juillet,5,0,308544
5151,Juin,5,0,4533.1
5151,Mai,5,0,1442.1
5151,Septembre,5,0,65776
5152,Avril,6,1,3146
5152,Juillet,6,1,45600
5153,Août,8,0,13520
5153,Avril,8,0,10265.2
5153,Juillet,8,0,158192.4
5153,Juin,8,0,89432.4
5153,Mai,8,0,940.5
5153,Mars,8,0,5979.6
5153,Octobre,8,0,133344
5153,Septembre,8,0,39904
5154,Avril,8,1,1097.8
5154,Juillet,8,1,15808
5154,Juin,8,1,46162.6
5154,Mars,8,1,3132.8
5154,Septembre,8,1,10816
5155,Août,2,0,64384
5155,Juin,2,0,4672.8
5155,Mai,2,0,4448.4
5155,Septembre,2,0,67808
5156,Avril,6,1,3830.2
5156,Juillet,6,1,60839.2
5156,Juin,6,1,7698.9
5156,Octobre,6,1,78752
5156,Septembre,6,1,111504
5157,Août,5,0,102416
5157,Avril,5,0,15141.5
5157,Juillet,5,0,223332.3
5157,Juin,5,0,100538.7
5157,Mai,5,0,7063.1
5157,Mars,5,0,6600
5157,Octobre,5,0,54128
5157,Septembre,5,0,70512
5158,Août,2,1,145952
5158,Juillet,2,1,9002.4
5158,Juin,2,1,137534.5
5158,Mai,2,1,10067.2
5158,Mars,2,1,9274.1
5158,Octobre,2,1,130144
5158,Septembre,2,1,45200
5159,Août,3,0,106784
5159,Avril,3,0,8570.1
5159,Juillet,3,0,124733.1
5159,Juin,3,0,10615
5159,Mai,3,0,7374.4
5159,Octobre,3,0,5616
5159,Septembre,3,0,153760
5160,Avril,9,1,8175.2
5160,Juillet,9,1,127519.6
5160,Juin,9,1,55219.3
5160,Mars,9,1,3516.7
5160,Octobre,9,1,129536
5160,Septembre,9,1,61008
5161,Août,6,0,108912
5161,Avril,6,0,4533.1
5161,Juillet,6,0,65616
5161,Juin,6,0,85200
5161,Mai,6,0,7520.7
5161,Mars,6,0,5879.5
5162,Août,9,1,10896
5162,Avril,9,1,5725.5
5162,Juillet,9,1,82960
5162,Juin,9,1,4556.2
5162,Mai,9,1,760.1
5162,Septembre,9,1,65952
5163,Août,5,0,1392
5163,Juillet,5,0,5363.6
5163,Juin,5,0,77961.8
5163,Mai,5,0,106.7
5163,Mars,5,0,4568.3
5163,Octobre,5,0,77536
5163,Septembre,5,0,171648
5164,Août,8,1,88352
5164,Avril,8,1,4077.7
5164,Juillet,8,1,59152
5164,Juin,8,1,263568
5164,Mai,8,1,6096.2
5164,Mars,8,1,18164.3
5165,Août,6,0,59136
5165,Avril,6,0,9402.8
5165,Juillet,6,0,136531.7
5165,Mai,6,0,4076.6
5165,Octobre,6,0,5712
5166,Août,9,1,64896
5166,Avril,9,1,3958.9
5166,Juillet,9,1,57424
5166,Juin,9,1,23942.9
5166,Mai,9,1,4483.6
5166,Mars,9,1,1070.3
5166,Septembre,9,1,123824
5167,Août,9,0,67888
5167,Avril,9,0,3018.4
5167,Juillet,9,0,43744
5167,Mai,9,0,4689.3
5168,Août,4,1,10816
5168,Avril,4,1,7337
5168,Juillet,4,1,106400
5168,Juin,4,1,14449.6
5168,Mai,4,1,754.6
5168,Septembre,4,1,209376
5169,Août,7,0,225824
5169,Avril,7,0,8555.8
5169,Juillet,7,0,123968
5169,Juin,7,0,78294.2
5169,Mai,7,0,15569.4
5169,Mars,7,0,4719
5169,Septembre,7,0,142432
5170,Août,8,1,104752
5170,Avril,8,1,322.3
5170,Juillet,8,1,8054.6
5170,Juin,8,1,134789.7
5170,Mai,8,1,7234.7
5170,Mars,8,1,9123.4
5170,Octobre,8,1,51136
5170,Septembre,8,1,34832
5171,Août,7,0,27696
5171,Avril,7,0,7194
5171,Juillet,7,0,104998.7
5171,Mai,7,0,1926.1
5171,Octobre,7,0,9712
5172,Août,5,1,27840
5172,Avril,5,1,4616.7
5172,Juillet,5,1,66992
5172,Juin,5,1,78928
5172,Mai,5,1,1936
5172,Mars,5,1,5437.3
5173,Août,2,0,157408
5173,Avril,2,0,11028.6
5173,Juillet,2,0,161425.4
5173,Juin,2,0,109808
5173,Mai,2,0,10854.8
5173,Mars,2,0,7571.3
5173,Octobre,2,0,21504
5174,Août,8,1,167360
5174,Avril,8,1,1504.8
5174,Juillet,8,1,21728
5174,Mai,8,1,11561
5175,Août,3,0,4240
5175,Avril,3,0,3575
5175,Juillet,3,0,51680
5175,Juin,3,0,51527.5
5175,Mai,3,0,302.5
5175,Mars,3,0,3028.3
5175,Septembre,3,0,110800
5176,Août,3,1,39552
5176,Avril,3,1,9563.4
5176,Juillet,3,1,140502.8
5176,Juin,3,1,61460.1
5176,Mai,3,1,2741.2
5176,Mars,3,1,3890.7
5176,Octobre,3,1,27168
5176,Septembre,3,1,72976
5177,Août,2,0,98512
5177,Avril,2,0,2721.4
5177,Juillet,2,0,44610
5177,Juin,2,0,2381.5
5177,Mai,2,0,6794.7
5177,Octobre,2,0,77600
5177,Septembre,2,0,34320
5178,Août,3,1,92528
5178,Juillet,3,1,8720.8
5178,Juin,3,1,3324.2
5178,Mai,3,1,6383.3
5178,Octobre,3,1,126528
5178,Septembre,3,1,47872
5179,Août,7,0,61168
5179,Juillet,7,0,755.7
5179,Juin,7,0,61677.5
5179,Mai,7,0,4216.3
5179,Mars,7,0,3833.5
5179,Octobre,7,0,10832
5179,Septembre,7,0,87920
5180,Avril,4,1,9345.6
5180,Juillet,4,1,135456
5180,Juin,4,1,4224
5180,Septembre,4,1,61280
5181,Août,5,0,104528
5181,Avril,5,0,14061.3
5181,Juillet,5,0,205432.9
5181,Juin,5,0,52934.1
5181,Mai,5,0,7208.3
5181,Mars,5,0,3045.9
5181,Octobre,5,0,19984
