member_noSource,category_desc,Total
9894,Clothing,197696.80
9895,Clothing,417105.70
9896,Clothing,288627.30
9897,Clothing,273375.30
9898,Clothing,159022.70
9899,Clothing,108629.00
9900,Clothing,114620.10
9902,Clothing,207706.40
9903,Clothing,29564.70
9904,Clothing,99292.40
9905,Clothing,229583.40
9906,Clothing,253264.50
9907,Clothing,225597.90
9908,Clothing,216523.90
9909,Clothing,126002.60
9910,Clothing,245953.00
9911,Clothing,243364.80
9912,Clothing,265747.50
9913,Clothing,319003.00
9914,Clothing,204314.50
9915,Clothing,185675.50
9916,Clothing,201715.30
9917,Clothing,348021.70
9918,Clothing,389450.10
9919,Clothing,584268.00
9920,Clothing,121152.30
9921,Clothing,125655.70
9922,Clothing,280871.20
9923,Clothing,115646.10
9924,Clothing,151697.80
9925,Clothing,249349.80
9926,Clothing,120872.60
9927,Clothing,172126.20
9928,Clothing,385693.00
9929,Clothing,325507.10
9930,Clothing,254537.20
9931,Clothing,107243.90
9932,Clothing,258310.20
9933,Clothing,197953.30
9934,Clothing,323809.30
9935,Clothing,160305.20
9936,Clothing,406657.60
9937,Clothing,139768.10
9938,Clothing,295240.10
9939,Clothing,280061.40
9940,Clothing,420821.30
9941,Clothing,242822.50
9942,Clothing,221225.20
9943,Clothing,164204.00
9944,Clothing,210207.90
9945,Clothing,114049.70
9946,Clothing,269779.40
9947,Clothing,161410.60
9948,Clothing,221853.00
9949,Clothing,130659.90
9950,Clothing,330038.60
9951,Clothing,375336.50
9952,Clothing,274629.70
9953,Clothing,165861.50
9954,Clothing,281201.00
9955,Clothing,131224.20
9956,Clothing,151293.50
9957,Clothing,122086.70
9958,Clothing,307175.90
9959,Clothing,261057.20
9960,Clothing,226721.60
9961,Clothing,226151.20
9962,Clothing,262209.00
9963,Clothing,184399.10
9964,Clothing,360989.60
9965,Clothing,423477.90
9966,Clothing,477024.10
9967,Clothing,107957.20
9968,Clothing,203915.10
9969,Clothing,172070.00
9970,Clothing,460937.90
9971,Clothing,280426.60
9972,Clothing,213685.30
9973,Clothing,296494.50
9974,Clothing,422263.80
9975,Clothing,379336.70
9976,Clothing,123666.00
9977,Clothing,127774.90
9978,Clothing,163605.50
9979,Clothing,139887.80
9980,Clothing,213114.90
9981,Clothing,170793.60
9982,Clothing,303145.20
9983,Clothing,380090.30
9984,Clothing,318974.90
9985,Clothing,255648.70
9986,Clothing,313462.60
9987,Clothing,252598.80
9988,Clothing,267003.10
9989,Clothing,227838.00
9990,Clothing,209843.90
9991,Clothing,365679.90
9992,Clothing,287677.00
9993,Clothing,395245.80
9994,Clothing,338525.10
9995,Clothing,272616.80
9996,Clothing,207347.30
9997,Clothing,516238.10
9998,Clothing,447770.90
9999,Clothing,334860.80
10000,Clothing,485020.80
104,Communication,71711.30
272,Communication,79355.00
317,Communication,33065.30
334,Communication,30602.90
375,Communication,56594.90
432,Communication,69266.00
500,Communication,76687.40
507,Communication,35476.40
514,Communication,36793.10
529,Communication,75319.40
541,Communication,45804.80
555,Communication,26225.30
629,Communication,52644.80
658,Communication,53636.60
675,Communication,59946.50
689,Communication,63999.20
692,Communication,10151.30
698,Communication,3465.20
724,Communication,68411.00
732,Communication,78927.50
736,Communication,9381.80
740,Communication,9552.80
741,Communication,54064.10
750,Communication,60972.50
776,Communication,52986.80
778,Communication,41033.90
789,Communication,7483.70
812,Communication,284.60
813,Communication,77867.30
823,Communication,59895.20
825,Communication,32911.40
826,Communication,43940.90
833,Communication,22463.30
836,Communication,48438.20
840,Communication,72959.60
846,Communication,31594.70
847,Communication,53089.40
856,Communication,65538.20
859,Communication,21112.40
878,Communication,18273.80
890,Communication,28328.60
901,Communication,51704.30
908,Communication,4918.70
910,Communication,25455.80
913,Communication,23643.20
927,Communication,20411.30
928,Communication,38308.90
952,Communication,25934.60
955,Communication,14443.40
963,Communication,58920.50
964,Communication,46163.90
966,Communication,54816.50
970,Communication,27542.00
978,Communication,17743.70
1002,Communication,66068.30
1004,Communication,75114.20
1012,Communication,64973.90
1026,Communication,24788.90
1033,Communication,45285.70
1051,Communication,71591.60
1082,Communication,76390.60
1100,Communication,77149.10
1103,Communication,4303.10
1121,Communication,22788.20
1130,Communication,79919.30
1132,Communication,45189.20
1142,Communication,33031.10
1159,Communication,37083.80
1162,Communication,4491.20
1164,Communication,58920.50
1168,Communication,33492.80
1177,Communication,60151.70
1179,Communication,50541.50
1198,Communication,1909.10
1200,Communication,32466.80
1213,Communication,43325.30
1216,Communication,53226.20
1219,Communication,27627.50
1233,Communication,61485.50
1239,Communication,72771.50
1240,Communication,11536.40
1254,Communication,66410.30
1255,Communication,35698.70
1256,Communication,36382.70
1259,Communication,4764.80
1260,Communication,50182.40
1261,Communication,48814.40
1278,Communication,30072.80
1285,Communication,40435.40
1288,Communication,35305.40
1292,Communication,11143.10
1294,Communication,51772.70
1297,Communication,5243.60
1299,Communication,5534.30
1300,Communication,28978.40
1307,Communication,56133.20
1332,Communication,9929.00
1358,Communication,75336.50
1365,Communication,76824.20
1373,Communication,72019.10
1377,Communication,44214.50
1379,Communication,82911.80
1387,Communication,60869.90
1389,Communication,21813.50
1402,Communication,74567.00
1404,Communication,11656.10
1415,Communication,8903.00
1422,Communication,21505.70
1436,Communication,1002.80
1449,Communication,13537.10
1450,Communication,34598.20
1455,Communication,65384.30
1462,Communication,24464.00
1463,Communication,2199.80
1474,Communication,16461.20
1492,Communication,45548.30
1495,Communication,4132.10
1496,Communication,48626.30
1501,Communication,84416.60
1503,Communication,66444.50
1506,Communication,79697.00
1512,Communication,73592.30
1515,Communication,39460.70
1520,Communication,13605.50
1537,Communication,25678.10
1543,Communication,51413.60
1548,Communication,36502.40
1549,Communication,82313.30
1552,Communication,60733.10
1575,Communication,81937.10
1579,Communication,67196.90
1583,Communication,17453.00
1584,Communication,9313.40
1590,Communication,51601.70
1594,Communication,2883.80
1597,Communication,32432.60
1609,Communication,23968.10
1616,Communication,38280.80
1619,Communication,9501.50
1626,Communication,45377.30
1630,Communication,19334.00
1640,Communication,61211.90
1641,Communication,79844.80
1646,Communication,68086.10
1647,Communication,46215.20
1648,Communication,58304.90
1652,Communication,28568.00
1655,Communication,74207.90
1678,Communication,40794.50
1679,Communication,45941.60
1681,Communication,41871.80
1682,Communication,46899.20
1684,Communication,68274.20
1696,Communication,30124.10
1697,Communication,62802.20
1699,Communication,19111.70
1701,Communication,25626.80
1704,Communication,22890.80
1710,Communication,8509.70
1714,Communication,55192.70
1726,Communication,82928.90
1727,Communication,27080.30
1735,Communication,58133.90
1736,Communication,30278.00
1739,Communication,53414.30
1764,Communication,65367.20
1778,Communication,22429.10
1781,Communication,56543.60
1793,Communication,45856.10
1802,Communication,10356.50
1803,Communication,64837.10
1806,Communication,56851.40
1815,Communication,13776.50
1816,Communication,28191.80
1819,Communication,71283.80
1823,Communication,65315.90
1825,Communication,11724.50
1826,Communication,2621.20
1833,Communication,35579.00
1834,Communication,62733.80
1835,Communication,67538.90
1837,Communication,44676.20
1838,Communication,51191.30
1841,Communication,23540.60
1844,Communication,16580.90
1849,Communication,85186.10
1850,Communication,31321.10
1853,Communication,46574.30
1866,Communication,69693.50
1868,Communication,31475.00
1872,Communication,62853.50
1874,Communication,48147.50
1876,Communication,44624.90
1879,Communication,26225.30
1884,Communication,71967.80
1888,Communication,58042.30
1896,Communication,78927.50
1897,Communication,26498.90
1901,Communication,49737.80
1904,Communication,22394.90
1909,Communication,26789.60
1918,Communication,12254.60
1920,Communication,51140.00
1939,Communication,80552.00
1943,Communication,50421.80
1945,Communication,35322.50
1949,Communication,25353.20
1954,Communication,5175.20
1959,Communication,51841.10
1967,Communication,18564.50
1968,Communication,11314.10
1969,Communication,21813.50
1973,Communication,40640.60
1977,Communication,69146.30
1984,Communication,63189.40
1992,Communication,60254.30
1996,Communication,78294.80
1998,Communication,66153.80
2003,Communication,15896.90
2004,Communication,28037.90
2014,Communication,108778.00
2020,Communication,28910.00
2033,Communication,35117.30
2034,Communication,45616.70
2036,Communication,83219.60
2039,Communication,126955.30
2040,Communication,27405.20
2041,Communication,53773.40
2046,Communication,50832.20
2053,Communication,20223.20
2054,Communication,42230.90
2063,Communication,81270.20
2065,Communication,13896.20
2069,Communication,3225.80
2072,Communication,84656.00
2073,Communication,44436.80
2076,Communication,9877.70
2083,Communication,12340.10
2084,Communication,133607.20
2092,Communication,125040.10
2097,Communication,23985.20
2101,Communication,8167.70
2104,Communication,65281.70
2106,Communication,36314.30
2112,Communication,25319.00
2116,Communication,30295.10
2118,Communication,51396.50
2121,Communication,35914.90
2122,Communication,62015.60
2127,Communication,78271.60
2130,Communication,31423.70
2135,Communication,56030.60
2136,Communication,22583.00
2143,Communication,9364.70
2151,Communication,34946.30
2159,Communication,77268.80
2161,Communication,18154.10
2162,Communication,51464.90
2170,Communication,41717.90
2171,Communication,23318.30
2181,Communication,81355.70
2183,Communication,79594.40
2192,Communication,39683.00
2197,Communication,60510.80
2198,Communication,58065.50
2199,Communication,23506.40
2200,Communication,18985.90
2202,Communication,103408.60
2204,Communication,23780.00
2206,Communication,44556.50
2207,Communication,18222.50
2208,Communication,69681.30
2209,Communication,53482.70
2219,Communication,10869.50
2235,Communication,2781.20
2240,Communication,7466.60
2251,Communication,64683.20
2265,Communication,59296.70
2270,Communication,115019.50
2271,Communication,72857.00
2273,Communication,34228.10
2276,Communication,75456.20
2279,Communication,72036.20
2281,Communication,28072.10
2283,Communication,23951.00
2284,Communication,81680.60
2286,Communication,15743.00
2293,Communication,28938.10
2297,Communication,73506.80
2303,Communication,101784.10
2304,Communication,27764.30
2306,Communication,15059.00
2308,Communication,4371.50
2319,Communication,32124.80
2322,Communication,25438.70
2324,Communication,42932.00
2330,Communication,16957.10
2344,Communication,5961.80
2346,Communication,17812.10
2349,Communication,68701.70
2353,Communication,63229.70
2354,Communication,78482.90
2355,Communication,39033.20
2360,Communication,18906.50
2368,Communication,81424.10
2369,Communication,14528.90
2370,Communication,19624.70
2373,Communication,61229.00
2378,Communication,65333.00
2380,Communication,53910.20
2381,Communication,18695.20
2382,Communication,3294.20
2386,Communication,9512.50
2387,Communication,11211.50
2394,Communication,59023.10
2397,Communication,14084.30
2406,Communication,15708.80
2408,Communication,80227.10
2409,Communication,60476.60
2410,Communication,19505.00
2411,Communication,98586.40
2413,Communication,30791.00
2419,Communication,8441.30
2425,Communication,61434.20
2426,Communication,48643.40
2427,Communication,85949.50
2430,Communication,57774.80
2437,Communication,1909.10
2438,Communication,99304.60
2439,Communication,73569.10
2445,Communication,71027.30
2447,Communication,26037.20
2464,Communication,44977.90
2470,Communication,34102.30
2478,Communication,48113.30
2479,Communication,8424.20
2480,Communication,1703.90
2482,Communication,6833.90
2488,Communication,35470.30
2493,Communication,79149.80
2495,Communication,14238.20
2508,Communication,64272.80
2511,Communication,6509.00
2512,Communication,68735.90
2513,Communication,20274.50
2514,Communication,25592.60
2519,Communication,51270.70
2520,Communication,28824.50
2523,Communication,80415.20
2528,Communication,48130.40
2529,Communication,78243.50
2540,Communication,72857.00
2541,Communication,49943.00
2542,Communication,14033.00
2545,Communication,79115.60
2551,Communication,127434.10
2553,Communication,43359.50
2554,Communication,68530.70
2556,Communication,47685.80
2557,Communication,19607.60
2567,Communication,80894.00
2571,Communication,151100.50
2572,Communication,53140.70
2577,Communication,70736.60
2583,Communication,30431.90
2585,Communication,35254.10
2587,Communication,73489.70
2588,Communication,48626.30
2591,Communication,51140.00
2595,Communication,1909.10
2601,Communication,99897.00
2602,Communication,53192.00
2605,Communication,69402.80
2608,Communication,38605.70
2614,Communication,68889.80
2615,Communication,7004.90
2629,Communication,14990.60
2631,Communication,4559.60
2634,Communication,58869.20
2642,Communication,13212.20
2647,Communication,39563.30
2652,Communication,77741.50
2657,Communication,2011.70
2658,Communication,55945.10
2660,Communication,60801.50
2664,Communication,30500.30
2666,Communication,17401.70
2668,Communication,61639.40
2672,Communication,57244.70
2681,Communication,11775.80
2693,Communication,19676.00
2694,Communication,156316.00
2697,Communication,88121.20
2698,Communication,14665.70
2702,Communication,66188.00
2705,Communication,43524.40
2725,Communication,101561.80
2734,Communication,17076.80
2735,Communication,52901.30
2737,Communication,36194.60
2740,Communication,73677.80
2744,Communication,77519.20
2748,Communication,5500.10
2756,Communication,84786.70
2757,Communication,284.60
2759,Communication,23591.90
2760,Communication,21796.40
2767,Communication,47754.20
2772,Communication,43581.80
2774,Communication,63537.50
2775,Communication,79320.80
2776,Communication,82501.40
2777,Communication,85590.40
2778,Communication,54919.10
2781,Communication,72286.60
2782,Communication,155871.40
2784,Communication,170656.80
2785,Communication,68120.30
2786,Communication,63770.80
2788,Communication,8321.60
2789,Communication,111137.80
2796,Communication,77268.80
2798,Communication,53585.30
2804,Communication,9894.80
2805,Communication,16256.00
2808,Communication,44009.30
2815,Communication,49823.30
2818,Communication,2849.60
2819,Communication,3516.50
2822,Communication,16067.90
2824,Communication,81355.70
2825,Communication,37152.20
2826,Communication,28208.90
2831,Communication,27901.10
2832,Communication,52354.10
2836,Communication,58082.60
2839,Communication,163697.10
2841,Communication,59690.00
2842,Communication,46198.10
2843,Communication,59963.60
2844,Communication,13673.90
2845,Communication,60083.30
2847,Communication,49977.20
2848,Communication,46659.80
2850,Communication,46865.00
2851,Communication,79286.60
2852,Communication,36171.40
2853,Communication,27319.70
2854,Communication,70582.70
2855,Communication,68353.60
2856,Communication,58185.20
2858,Communication,21745.10
2860,Communication,17504.30
2861,Communication,118234.30
2865,Communication,71112.80
2866,Communication,74680.60
2868,Communication,1225.10
2872,Communication,38058.50
2873,Communication,52456.70
2875,Communication,62066.90
2881,Communication,59980.70
2887,Communication,16632.20
2894,Communication,18615.80
2895,Communication,68838.50
2900,Communication,70719.50
2904,Communication,13468.70
2910,Communication,58418.50
2914,Communication,52148.90
2919,Communication,18273.80
2926,Communication,22617.20
2929,Communication,62785.10
2933,Communication,111924.40
2941,Communication,35510.60
2944,Communication,36536.60
2954,Communication,9262.10
2955,Communication,56167.40
2961,Communication,81492.50
2962,Communication,23557.70
2965,Communication,14221.10
2966,Communication,80073.20
2967,Communication,82689.50
2970,Communication,42983.30
2971,Communication,9860.60
2975,Communication,53089.40
2977,Communication,85374.20
2980,Communication,335.90
2983,Communication,7141.70
2984,Communication,73883.00
2985,Communication,46676.90
2986,Communication,99407.20
2990,Communication,53756.30
3001,Communication,64956.80
3004,Communication,112163.80
3009,Communication,48386.90
3011,Communication,18205.40
3016,Communication,62152.40
3018,Communication,66820.70
3019,Communication,36023.60
3020,Communication,53910.20
3022,Communication,76886.50
3023,Communication,46215.20
3025,Communication,63913.70
3027,Communication,61308.40
3029,Communication,38691.20
3030,Communication,47463.50
3038,Communication,31663.10
3039,Communication,74464.40
3040,Communication,1259.30
3042,Communication,8971.40
3043,Communication,32580.40
3055,Communication,54867.80
3057,Communication,55654.40
3069,Communication,47531.90
3071,Communication,57039.50
3077,Communication,72104.60
3080,Communication,50165.30
3081,Communication,93576.10
3083,Communication,84809.90
3087,Communication,27576.20
3088,Communication,54833.60
3091,Communication,74943.20
3093,Communication,74960.30
3094,Communication,45172.10
3096,Communication,54525.80
3102,Communication,14084.30
3105,Communication,1310.60
3108,Communication,54560.00
3109,Communication,14494.70
3113,Communication,80654.60
3114,Communication,84108.80
3115,Communication,48568.90
3116,Communication,6953.60
3118,Communication,80911.10
3120,Communication,3311.30
3124,Communication,20992.70
3125,Communication,36844.40
3132,Communication,68804.30
3136,Communication,43838.30
3137,Communication,24344.30
3139,Communication,57980.00
3142,Communication,38770.60
3143,Communication,102109.00
3144,Communication,70086.80
3148,Communication,48164.60
3156,Communication,14135.60
3162,Communication,51499.10
3163,Communication,65538.20
3164,Communication,52371.20
3165,Communication,84519.20
3169,Communication,126493.60
3171,Communication,19282.70
3172,Communication,11314.10
3173,Communication,65675.00
3176,Communication,71653.90
3179,Communication,6902.30
3182,Communication,18889.40
3185,Communication,10903.70
3186,Communication,12887.30
3189,Communication,69419.90
3193,Communication,1190.90
3194,Communication,25490.00
3195,Communication,55870.60
3201,Communication,36724.70
3203,Communication,28892.90
3204,Communication,11108.90
3205,Communication,101596.00
3208,Communication,75302.30
3210,Communication,1806.50
3215,Communication,59006.00
3217,Communication,69950.00
3218,Communication,39762.40
3221,Communication,21061.10
3223,Communication,69402.80
3224,Communication,4097.90
3226,Communication,1242.20
3228,Communication,8099.30
3231,Communication,63930.80
3242,Communication,24412.70
3248,Communication,7141.70
3250,Communication,8338.70
3256,Communication,15862.70
3257,Communication,107598.10
3261,Communication,11399.60
3266,Communication,82501.40
3267,Communication,42846.50
3268,Communication,71711.30
3275,Communication,3037.70
3277,Communication,91951.60
3281,Communication,140663.40
3288,Communication,53328.80
3290,Communication,21995.50
3291,Communication,72378.20
3292,Communication,58595.60
3293,Communication,12562.40
3295,Communication,70149.10
3296,Communication,30243.80
3298,Communication,80210.00
3299,Communication,64905.50
3300,Communication,59211.20
3301,Communication,87300.40
3308,Communication,23284.10
3309,Communication,31748.60
3310,Communication,5773.70
3317,Communication,83647.10
3319,Communication,72275.60
3323,Communication,75866.60
3325,Communication,71523.20
3326,Communication,126237.10
3331,Communication,5534.30
3332,Communication,38297.90
3333,Communication,40606.40
3334,Communication,77006.20
3337,Communication,64916.50
